Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1465938000.0 1.0 47 72 133 NA NA NA NA NA 93 147 180 NA NA NA NA NA 2303 244 816 NA NA NA NA NA 2701 308 1026 NA NA NA NA NA
1465938000.0 10.0 NA 86 197 0 NA NA NA NA NA 152 260 0 NA NA NA NA NA 3956 3577 1153 NA NA NA NA NA 4094 4956 1178 NA NA NA NA
1465938000.0 1001.0 NA 184 170 0 0 0 0 0 NA 244 218 0 0 0 0 0 NA 2841 749 11 87 1075 61 1026 NA 2892 866 19 102 1108 83 1039
1465938000.0 1002.0 NA 207 62 NA NA NA NA NA NA 278 101 NA NA NA NA NA NA 2822 152 NA NA NA NA NA NA 3684 1334 NA NA NA NA NA
1465938000.0 10021.0 NA 99 235 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 356 1088 315 NA NA NA NA NA 876 1315 331 NA NA NA NA
1465938000.0 10024.0 NA 109 236 0 NA NA NA NA NA 181 324 0 NA NA NA NA NA 518 1532 510 NA NA NA NA NA 855 2137 538 NA NA NA NA
1465938000.0 10024.1 NA 105 147 0 NA NA NA NA NA 177 222 0 NA NA NA NA NA 485 548 386 NA NA NA NA NA 2318 1207 411 NA NA NA NA
1465938000.0 10024.2 NA 105 239 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 458 944 324 NA NA NA NA NA 560 1523 334 NA NA NA NA
1465938000.0 10024.3 NA 104 142 0 NA NA NA NA NA 177 217 0 NA NA NA NA NA 487 566 341 NA NA NA NA NA 643 1768 396 NA NA NA NA
1465938000.0 10024.4 NA 104 236 0 NA NA NA NA NA 177 322 0 NA NA NA NA NA 452 1367 407 NA NA NA NA NA 520 1807 422 NA NA NA NA
1465938000.0 10024.5 NA 104 140 0 NA NA NA NA NA 177 217 0 NA NA NA NA NA 487 514 349 NA NA NA NA NA 673 699 366 NA NA NA NA
1465938000.0 10025.0 NA 104 235 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 315 824 327 NA NA NA NA NA 506 1114 347 NA NA NA NA
1465938000.0 10026.0 NA 104 240 0 NA NA NA NA NA 177 324 0 NA NA NA NA NA 473 1299 320 NA NA NA NA NA 606 2208 339 NA NA NA NA
1465938000.0 1003.0 NA 180 0 NA NA NA NA NA NA 246 0 NA NA NA NA NA NA 3317 369 NA NA NA NA NA NA 3926 1271 NA NA NA NA NA
1465938000.0 1004.0 NA 177 134 0 0 0 0 NA NA 240 180 0 0 0 0 NA NA 585 294 6 66 573 545 NA NA 923 543 112 113 611 593 NA
1465938000.0 101.0 76 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 1793 NA NA NA NA NA NA NA 1841 NA NA NA NA NA NA NA
1465938000.0 102.0 78 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 1217 NA NA NA NA NA NA NA 1285 NA NA NA NA NA NA NA
1465938000.0 10224.0 NA 138 301 0 NA NA NA NA NA 202 400 0 NA NA NA NA NA 3265 5496 701 NA NA NA NA NA 8349 9971 744 NA NA NA NA
1465938000.0 10225.0 NA 140 309 0 NA NA NA NA NA 211 398 0 NA NA NA NA NA 3491 4990 417 NA NA NA NA NA 12487 14602 426 NA NA NA NA
1465938000.0 103.0 34 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 513 114 217 NA NA NA NA NA 520 123 239 NA NA NA NA NA
