Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1466197200.0 1.0 46 71 127 NA NA NA NA NA 93 147 180 NA NA NA NA NA 3930 553 1662 NA NA NA NA NA 4038 604 1700 NA NA NA NA NA
1466197200.0 10.0 NA 91 198 0 NA NA NA NA NA 152 260 0 NA NA NA NA NA 2262 2433 670 NA NA NA NA NA 2390 2596 691 NA NA NA NA
1466197200.0 1000.0 NA 210 121 0 42 NA NA NA NA 284 182 0 78 NA NA NA NA 4343 796 714 219 NA NA NA NA 4599 957 754 307 NA NA NA
1466197200.0 1001.0 NA 184 167 0 0 0 0 0 NA 244 218 0 0 0 0 0 NA 3224 901 9 91 1218 118 1077 NA 3291 929 17 101 1237 138 1087
1466197200.0 1002.0 NA 214 69 NA NA NA NA NA NA 279 101 NA NA NA NA NA NA 2074 118 NA NA NA NA NA NA 2104 127 NA NA NA NA NA
1466197200.0 10021.0 NA 100 230 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 580 2236 644 NA NA NA NA NA 639 2460 680 NA NA NA NA
1466197200.0 10023.0 NA 99 227 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 561 1304 576 NA NA NA NA NA 713 1387 600 NA NA NA NA
1466197200.0 10024.0 NA 103 240 0 NA NA NA NA NA 177 324 0 NA NA NA NA NA 640 1980 649 NA NA NA NA NA 715 2115 679 NA NA NA NA
1466197200.0 10024.1 NA 104 147 0 NA NA NA NA NA 177 222 0 NA NA NA NA NA 637 718 465 NA NA NA NA NA 714 806 476 NA NA NA NA
1466197200.0 10024.2 NA 103 243 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 673 1756 387 NA NA NA NA NA 777 1849 393 NA NA NA NA
1466197200.0 10024.3 NA 103 141 0 NA NA NA NA NA 177 217 0 NA NA NA NA NA 641 673 443 NA NA NA NA NA 703 746 461 NA NA NA NA
1466197200.0 10024.4 NA 111 231 0 NA NA NA NA NA 177 323 0 NA NA NA NA NA 788 1750 649 NA NA NA NA NA 867 1867 670 NA NA NA NA
1466197200.0 10024.5 NA 104 137 0 NA NA NA NA NA 177 217 0 NA NA NA NA NA 641 635 438 NA NA NA NA NA 705 728 460 NA NA NA NA
1466197200.0 10025.0 NA 101 226 0 NA NA NA NA NA 177 324 0 NA NA NA NA NA 580 1672 432 NA NA NA NA NA 656 1875 439 NA NA NA NA
1466197200.0 10026.0 NA 104 242 0 NA NA NA NA NA 177 324 0 NA NA NA NA NA 673 2256 713 NA NA NA NA NA 733 2448 761 NA NA NA NA
1466197200.0 1003.0 NA 177 0 NA NA NA NA NA NA 251 0 NA NA NA NA NA NA 3944 309 NA NA NA NA NA NA 4190 318 NA NA NA NA NA
1466197200.0 1004.0 NA 176 131 0 0 0 0 NA NA 241 180 0 0 0 0 NA NA 780 298 7 74 585 599 NA NA 823 329 13 80 594 610 NA
1466197200.0 101.0 78 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 1194 NA NA NA NA NA NA NA 1254 NA NA NA NA NA NA NA
1466197200.0 102.0 78 NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA 775 NA NA NA NA NA NA NA 823 NA NA NA NA NA NA NA
1466197200.0 10224.0 NA 138 307 0 NA NA NA NA NA 205 403 0 NA NA NA NA NA 3465 6549 715 NA NA NA NA NA 9417 10850 738 NA NA NA NA
1466197200.0 10225.0 NA 140 308 0 NA NA NA NA NA 211 401 0 NA NA NA NA NA 2592 4049 361 NA NA NA NA NA 10825 11620 375 NA NA NA NA
1466197200.0 103.0 33 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 381 76 146 NA NA NA NA NA 411 160 200 NA NA NA NA NA
1466197200.0 105.0 46 74 24 NA NA NA NA NA 93 149 55 NA NA NA NA NA 3814 518 3 NA NA NA NA NA 3876 545 7 NA NA NA NA NA
1466197200.0 106.0 33 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 381 76 147 NA NA NA NA NA 398 152 198 NA NA NA NA NA
1466197200.0 107.0 49 88 197 NA NA NA NA NA 94 149 257 NA NA NA NA NA 5679 457 550 NA NA NA NA NA 6044 520 586 NA NA NA NA NA
1466197200.0 108.0 51 80 193 NA NA NA NA NA 97 149 258 NA NA NA NA NA 9005 666 1076 NA NA NA NA NA 9315 701 1133 NA NA NA NA NA
1466197200.0 10821.0 83 NA NA NA NA NA NA NA 126 NA NA NA NA NA NA NA 4313 NA NA NA NA NA NA NA 4375 NA NA NA NA NA NA NA
1466197200.0 10824.0 97 NA NA NA NA NA NA NA 143 NA NA NA NA NA NA NA 19093 NA NA NA NA NA NA NA 19387 NA NA NA NA NA NA NA
1466197200.0 10825.0 93 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 15590 NA NA NA NA NA NA NA 16032 NA NA NA NA NA NA NA
1466197200.0 10826.0 97 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 20354 NA NA NA NA NA NA NA 27351 NA NA NA NA NA NA NA
1466197200.0 109.0 50 81 199 NA NA NA NA NA 97 149 257 NA NA NA NA NA 7691 463 660 NA NA NA NA NA 8318 509 694 NA NA NA NA NA
1466197200.0 11.0 NA 77 202 0 52 NA NA NA NA 152 267 0 91 NA NA NA NA 2430 1277 849 58 NA NA NA NA 2583 1319 869 69 NA NA NA
1466197200.0 110.0 40 76 191 NA NA NA NA NA 86 149 257 NA NA NA NA NA 915 506 377 NA NA NA NA NA 951 535 395 NA NA NA NA NA
1466197200.0 1102.0 NA 81 204 123 73 NA NA NA NA 152 265 177 113 NA NA NA NA 4029 4785 3618 321 NA NA NA NA 4124 4853 3702 335 NA NA NA
1466197200.0 111.0 47 79 193 NA NA NA NA NA 94 149 257 NA NA NA NA NA 4893 421 654 NA NA NA NA NA 4991 456 696 NA NA NA NA NA
1466197200.0 112.0 50 78 193 NA NA NA NA NA 95 149 257 NA NA NA NA NA 6692 435 535 NA NA NA NA NA 6860 573 617 NA NA NA NA NA
1466197200.0 113.0 51 86 198 NA NA NA NA NA 97 149 257 NA NA NA NA NA 7686 406 635 NA NA NA NA NA 8078 446 685 NA NA NA NA NA
1466197200.0 114.0 51 81 195 NA NA NA NA NA 96 150 258 NA NA NA NA NA 6888 471 621 NA NA NA NA NA 7351 507 662 NA NA NA NA NA
1466197200.0 115.0 51 89 196 NA NA NA NA NA 97 149 257 NA NA NA NA NA 7563 408 613 NA NA NA NA NA 7775 440 640 NA NA NA NA NA
1466197200.0 116.0 50 80 196 NA NA NA NA NA 96 149 257 NA NA NA NA NA 7592 447 613 NA NA NA NA NA 7890 532 672 NA NA NA NA NA
1466197200.0 117.0 50 80 199 NA NA NA NA NA 97 149 262 NA NA NA NA NA 11086 606 907 NA NA NA NA NA 11279 648 975 NA NA NA NA NA
