Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1465682400.0 1.0 51 75 120 NA NA NA NA 96 143 168 NA NA NA NA 3101 742 758 NA NA NA NA 3207 797 818 NA NA NA NA
1465682400.0 10.0 NA 70 177 0 NA NA NA NA 140 229 0 NA NA NA NA 3679 3758 1075 NA NA NA NA 3724 3839 1102 NA NA NA
1465682400.0 1000.0 NA 174 100 0 36 NA NA NA 239 153 0 66 NA NA NA 4180 1026 930 263 NA NA NA 4259 1178 960 289 NA NA
1465682400.0 1001.0 NA 162 164 0 0 0 0 NA 220 202 0 0 0 0 NA 3348 612 97 100 855 98 NA 3428 631 128 107 863 108
1465682400.0 1002.0 NA 179 53 NA NA NA NA NA 248 93 NA NA NA NA NA 3682 302 NA NA NA NA NA 3975 482 NA NA NA NA
1465682400.0 1003.0 NA 156 0 NA NA NA NA NA 222 0 NA NA NA NA NA 5930 839 NA NA NA NA NA 6152 878 NA NA NA NA
1465682400.0 101.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1741 NA NA NA NA NA NA 1793 NA NA NA NA NA NA
1465682400.0 102.0 78 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1094 NA NA NA NA NA NA 1136 NA NA NA NA NA NA
1465682400.0 103.0 46 72 169 NA NA NA NA 91 143 227 NA NA NA NA 1132 376 586 NA NA NA NA 1157 396 601 NA NA NA NA
1465682400.0 105.0 50 72 17 NA NA NA NA 96 144 53 NA NA NA NA 3289 596 5 NA NA NA NA 3351 633 12 NA NA NA NA
1465682400.0 106.0 44 0 0 NA NA NA NA 76 0 0 NA NA NA NA 474 106 232 NA NA NA NA 517 144 261 NA NA NA NA
1465682400.0 107.0 52 75 172 NA NA NA NA 97 144 227 NA NA NA NA 5222 677 931 NA NA NA NA 5487 722 1064 NA NA NA NA
1465682400.0 108.0 52 73 172 NA NA NA NA 100 144 228 NA NA NA NA 8265 846 1332 NA NA NA NA 8524 884 1386 NA NA NA NA
1465682400.0 109.0 56 84 174 NA NA NA NA 100 144 228 NA NA NA NA 8818 734 1166 NA NA NA NA 9152 764 1221 NA NA NA NA
1465682400.0 11.0 NA 64 179 0 47 NA NA NA 139 237 0 76 NA NA NA 2999 1589 1170 83 NA NA NA 3074 1629 1195 137 NA NA
1465682400.0 110.0 43 71 167 NA NA NA NA 84 143 227 NA NA NA NA 959 563 507 NA NA NA NA 983 578 524 NA NA NA NA
1465682400.0 1102.0 NA 66 173 95 55 NA NA NA 140 230 154 100 NA NA NA 3398 5076 2985 252 NA NA NA 3487 5176 3092 264 NA NA
1465682400.0 111.0 51 73 168 NA NA NA NA 97 144 227 NA NA NA NA 3461 611 1059 NA NA NA NA 3523 644 1111 NA NA NA NA
1465682400.0 112.0 53 73 168 NA NA NA NA 98 144 227 NA NA NA NA 5295 745 1150 NA NA NA NA 5430 775 1261 NA NA NA NA
1465682400.0 113.0 54 72 169 NA NA NA NA 98 144 227 NA NA NA NA 5634 823 1131 NA NA NA NA 5774 854 1219 NA NA NA NA
1465682400.0 114.0 54 83 168 NA NA NA NA 98 144 227 NA NA NA NA 5186 808 1187 NA NA NA NA 5342 843 1229 NA NA NA NA
