Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1465333200.0 1.0 51 74 122 NA NA NA NA 96 143 168 NA NA NA NA 1965 397 432 NA NA NA NA 2012 422 549 NA NA NA NA
1465333200.0 10.0 NA 72 170 0 NA NA NA NA 140 229 0 NA NA NA NA 2115 2466 756 NA NA NA NA 2157 2557 786 NA NA NA
1465333200.0 1000.0 NA 174 101 0 31 NA NA NA 239 153 0 66 NA NA NA 3753 989 854 282 NA NA NA 3809 1130 939 310 NA NA
1465333200.0 1001.0 NA 164 164 0 0 0 0 NA 220 202 0 0 0 0 NA 3338 817 99 97 1227 105 NA 3416 873 109 135 1234 112
1465333200.0 1002.0 NA 180 62 NA NA NA NA NA 248 93 NA NA NA NA NA 3724 301 NA NA NA NA NA 3802 316 NA NA NA NA
1465333200.0 1003.0 NA 155 0 NA NA NA NA NA 219 0 NA NA NA NA NA 3363 547 NA NA NA NA NA 3492 595 NA NA NA NA
1465333200.0 101.0 80 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1294 NA NA NA NA NA NA 1464 NA NA NA NA NA NA
1465333200.0 102.0 81 NA NA NA NA NA NA 136 NA NA NA NA NA NA 1051 NA NA NA NA NA NA 1096 NA NA NA NA NA NA
1465333200.0 103.0 45 72 166 NA NA NA NA 91 143 224 NA NA NA NA 807 284 493 NA NA NA NA 856 332 522 NA NA NA NA
1465333200.0 105.0 51 71 19 NA NA NA NA 96 144 53 NA NA NA NA 2267 390 3 NA NA NA NA 2743 499 7 NA NA NA NA
1465333200.0 106.0 36 0 0 NA NA NA NA 76 0 0 NA NA NA NA 451 101 209 NA NA NA NA 469 113 282 NA NA NA NA
1465333200.0 107.0 50 75 170 NA NA NA NA 98 144 226 NA NA NA NA 4037 421 665 NA NA NA NA 4514 475 698 NA NA NA NA
1465333200.0 108.0 54 78 172 NA NA NA NA 100 144 228 NA NA NA NA 5415 440 784 NA NA NA NA 5699 493 827 NA NA NA NA
