Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1465077600.0 1.0 50 70 118 NA NA NA NA 96 143 168 NA NA NA NA 2706 598 593 NA NA NA NA 2758 647 717 NA NA NA NA
1465077600.0 10.0 NA 66 171 0 NA NA NA NA 141 229 0 NA NA NA NA 3273 3835 1151 NA NA NA NA 3322 4000 1179 NA NA NA
1465077600.0 1000.0 NA 172 96 0 28 NA NA NA 237 153 0 66 NA NA NA 3515 793 896 154 NA NA NA 3629 942 932 429 NA NA
1465077600.0 1001.0 NA 161 161 0 0 0 0 NA 220 202 0 0 0 0 NA 2399 664 73 73 661 53 NA 2528 853 88 81 688 69
1465077600.0 1002.0 NA 179 53 NA NA NA NA NA 249 93 NA NA NA NA NA 3563 273 NA NA NA NA NA 3719 292 NA NA NA NA
1465077600.0 1003.0 NA 155 0 NA NA NA NA NA 219 0 NA NA NA NA NA 2811 395 NA NA NA NA NA 3212 434 NA NA NA NA
1465077600.0 101.0 79 NA NA NA NA NA NA 135 NA NA NA NA NA NA 1218 NA NA NA NA NA NA 1245 NA NA NA NA NA NA
1465077600.0 102.0 79 NA NA NA NA NA NA 136 NA NA NA NA NA NA 842 NA NA NA NA NA NA 882 NA NA NA NA NA NA
1465077600.0 103.0 46 72 171 NA NA NA NA 91 143 227 NA NA NA NA 1042 270 542 NA NA NA NA 1104 321 597 NA NA NA NA
1465077600.0 105.0 51 72 17 NA NA NA NA 96 144 53 NA NA NA NA 2193 451 5 NA NA NA NA 2277 482 9 NA NA NA NA
1465077600.0 106.0 37 0 0 NA NA NA NA 76 0 0 NA NA NA NA 545 107 237 NA NA NA NA 617 113 354 NA NA NA NA
1465077600.0 107.0 50 75 170 NA NA NA NA 97 144 227 NA NA NA NA 3114 382 565 NA NA NA NA 3358 451 909 NA NA NA NA
1465077600.0 108.0 53 74 172 NA NA NA NA 100 144 228 NA NA NA NA 7896 661 1072 NA NA NA NA 8064 700 1121 NA NA NA NA
1465077600.0 109.0 56 76 173 NA NA NA NA 100 144 228 NA NA NA NA 7024 525 909 NA NA NA NA 7117 565 966 NA NA NA NA
1465077600.0 11.0 NA 64 179 0 37 NA NA NA 140 237 0 76 NA NA NA 1828 1157 878 64 NA NA NA 1883 1219 922 76 NA NA
1465077600.0 110.0 43 75 167 NA NA NA NA 84 143 227 NA NA NA NA 813 402 531 NA NA NA NA 887 448 565 NA NA NA NA
1465077600.0 1102.0 NA 68 175 100 64 NA NA NA 139 230 154 100 NA NA NA 2395 3666 2324 222 NA NA NA 2448 4457 2443 239 NA NA
1465077600.0 111.0 51 73 168 NA NA NA NA 97 144 227 NA NA NA NA 3057 488 901 NA NA NA NA 3117 509 952 NA NA NA NA
1465077600.0 112.0 52 82 172 NA NA NA NA 98 144 227 NA NA NA NA 3061 381 493 NA NA NA NA 3321 432 653 NA NA NA NA
1465077600.0 113.0 52 73 169 NA NA NA NA 98 144 227 NA NA NA NA 2816 397 555 NA NA NA NA 3048 472 854 NA NA NA NA
1465077600.0 114.0 52 80 170 NA NA NA NA 98 144 227 NA NA NA NA 3054 379 506 NA NA NA NA 3357 428 702 NA NA NA NA
1465077600.0 115.0 53 72 166 NA NA NA NA 99 144 227 NA NA NA NA 6539 766 1096 NA NA NA NA 6686 842 1184 NA NA NA NA
1465077600.0 116.0 53 73 169 NA NA NA NA 99 144 227 NA NA NA NA 4536 488 727 NA NA NA NA 4750 526 802 NA NA NA NA
1465077600.0 117.0 55 74 172 NA NA NA NA 99 144 227 NA NA NA NA 7124 465 843 NA NA NA NA 7331 490 891 NA NA NA NA
1465077600.0 118.0 53 73 170 NA NA NA NA 99 144 227 NA NA NA NA 4664 636 803 NA NA NA NA 4913 732 869 NA NA NA NA
1465077600.0 119.0 51 72 170 NA NA NA NA 97 144 227 NA NA NA NA 2842 417 544 NA NA NA NA 3079 504 839 NA NA NA NA
1465077600.0 12.0 NA 64 169 0 NA NA NA NA 140 228 0 NA NA NA NA 3019 4089 1155 NA NA NA NA 3058 4184 1190 NA NA NA
1465077600.0 120.0 44 78 168 NA NA NA NA 88 143 227 NA NA NA NA 706 386 500 NA NA NA NA 764 437 533 NA NA NA NA
1465077600.0 121.0 55 75 172 NA NA NA NA 100 144 228 NA NA NA NA 8205 710 1085 NA NA NA NA 8397 748 1169 NA NA NA NA
1465077600.0 122.0 50 72 168 NA NA NA NA 96 144 227 NA NA NA NA 2049 447 588 NA NA NA NA 2092 468 684 NA NA NA NA
1465077600.0 123.1 156 NA NA NA NA NA NA 212 NA NA NA NA NA NA 676 NA NA NA NA NA NA 749 NA NA NA NA NA NA
1465077600.0 123.2 154 NA NA NA NA NA NA 215 NA NA NA NA NA NA 919 NA NA NA NA NA NA 960 NA NA NA NA NA NA
1465077600.0 123.3 143 NA NA NA NA NA NA 202 NA NA NA NA NA NA 484 NA NA NA NA NA NA 514 NA NA NA NA NA NA
1465077600.0 124.1 151 NA NA NA NA NA NA 204 NA NA NA NA NA NA 505 NA NA NA NA NA NA 528 NA NA NA NA NA NA
1465077600.0 124.2 157 NA NA NA NA NA NA 212 NA NA NA NA NA NA 609 NA NA NA NA NA NA 678 NA NA NA NA NA NA
1465077600.0 124.4 148 NA NA NA NA NA NA 204 NA NA NA NA NA NA 504 NA NA NA NA NA NA 539 NA NA NA NA NA NA
1465077600.0 124.5 148 NA NA NA NA NA NA 204 NA NA NA NA NA NA 517 NA NA NA NA NA NA 560 NA NA NA NA NA NA
1465077600.0 124.6 142 NA NA NA NA NA NA 202 NA NA NA NA NA NA 503 NA NA NA NA NA NA 527 NA NA NA NA NA NA
1465077600.0 125.0 54 77 168 NA NA NA NA 99 144 227 NA NA NA NA 6400 718 925 NA NA NA NA 6529 785 987 NA NA NA NA
1465077600.0 126.0 43 70 171 NA NA NA NA 89 143 227 NA NA NA NA 1336 387 502 NA NA NA NA 1386 428 617 NA NA NA NA
1465077600.0 127.0 42 69 166 NA NA NA NA 84 143 227 NA NA NA NA 2097 586 778 NA NA NA NA 2147 630 832 NA NA NA NA
1465077600.0 128.0 51 77 167 NA NA NA NA 83 143 227 NA NA NA NA 620 406 645 NA NA NA NA 641 429 691 NA NA NA NA
1465077600.0 129.0 46 70 169 NA NA NA NA 87 143 227 NA NA NA NA 604 463 631 NA NA NA NA 621 486 667 NA NA NA NA
1465077600.0 13.0 NA 64 171 0 NA NA NA NA 140 227 0 NA NA NA NA 437 1689 990 NA NA NA NA 486 1752 1068 NA NA NA
1465077600.0 130.0 45 70 170 NA NA NA NA 88 143 227 NA NA NA NA 710 448 648 NA NA NA NA 729 467 679 NA NA NA NA
1465077600.0 1301.0 57 109 144 NA NA NA NA 103 171 206 NA NA NA NA 2484 885 874 NA NA NA NA 2612 980 976 NA NA NA NA
1465077600.0 1302.0 65 115 153 NA NA NA NA 108 170 206 NA NA NA NA 7412 770 938 NA NA NA NA 7982 1632 1254 NA NA NA NA
1465077600.0 1303.0 65 136 151 NA NA NA NA 109 172 216 NA NA NA NA 10591 668 1143 NA NA NA NA 11019 718 1205 NA NA NA NA
1465077600.0 1306.0 NA 124 204 0 NA NA NA NA 180 278 0 NA NA NA NA 664 909 1355 NA NA NA NA 735 1033 1391 NA NA NA
1465077600.0 1307.0 NA 108 115 36 0 NA NA NA 177 188 74 0 NA NA NA 829 919 109 633 NA NA NA 1083 1092 195 668 NA NA
1465077600.0 1308.0 NA 109 116 37 0 NA NA NA 177 188 75 0 NA NA NA 818 842 111 702 NA NA NA 888 912 123 727 NA NA
1465077600.0 1309.0 NA 126 208 0 NA NA NA NA 187 278 0 NA NA NA NA 1094 1777 2028 NA NA NA NA 1195 2034 2124 NA NA NA
1465077600.0 131.0 45 70 167 NA NA NA NA 89 143 227 NA NA NA NA 1904 607 741 NA NA NA NA 1941 637 899 NA NA NA NA
1465077600.0 1310.0 NA 129 213 0 NA NA NA NA 185 278 0 NA NA NA NA 794 1174 1431 NA NA NA NA 867 1276 1453 NA NA NA
1465077600.0 1311.0 NA 121 196 0 45 NA NA NA 182 259 0 85 NA NA NA 656 929 1594 125 NA NA NA 719 1020 1661 163 NA NA
1465077600.0 1312.0 NA 125 204 0 NA NA NA NA 185 278 0 NA NA NA NA 1092 1830 2084 NA NA NA NA 1194 2117 2155 NA NA NA
1465077600.0 1313.0 NA 135 207 0 NA NA NA NA 192 278 0 NA NA NA NA 1900 3096 1909 NA NA NA NA 1991 3381 1948 NA NA NA
1465077600.0 1314.0 NA 126 212 0 NA NA NA NA 185 278 0 NA NA NA NA 1020 1594 2026 NA NA NA NA 1113 1746 2132 NA NA NA
1465077600.0 1315.0 NA 122 203 0 NA NA NA NA 180 278 0 NA NA NA NA 883 1240 1956 NA NA NA NA 967 1395 2050 NA NA NA
1465077600.0 1316.0 NA 126 205 0 NA NA NA NA 183 278 0 NA NA NA NA 724 992 1288 NA NA NA NA 797 1105 1321 NA NA NA
1465077600.0 1317.0 NA 123 203 0 NA NA NA NA 181 278 0 NA NA NA NA 653 948 1457 NA NA NA NA 711 1053 1516 NA NA NA
1465077600.0 1318.0 NA 120 204 0 NA NA NA NA 180 278 0 NA NA NA NA 645 937 1387 NA NA NA NA 696 1049 1431 NA NA NA
1465077600.0 1319.0 NA 123 203 0 NA NA NA NA 180 278 0 NA NA NA NA 674 934 1321 NA NA NA NA 762 1019 1349 NA NA NA
1465077600.0 132.0 51 72 170 NA NA NA NA 95 143 227 NA NA NA NA 2402 350 559 NA NA NA NA 2633 402 649 NA NA NA NA
1465077600.0 1320.0 NA 124 203 0 NA NA NA NA 181 278 0 NA NA NA NA 640 1037 1350 NA NA NA NA 782 1157 1379 NA NA NA
1465077600.0 1321.0 NA 121 203 0 NA NA NA NA 181 278 0 NA NA NA NA 681 1011 1383 NA NA NA NA 741 1105 1423 NA NA NA
1465077600.0 1322.0 NA 122 204 0 NA NA NA NA 182 278 0 NA NA NA NA 685 1118 1394 NA NA NA NA 744 1232 1443 NA NA NA
1465077600.0 1323.0 NA 122 202 0 NA NA NA NA 180 278 0 NA NA NA NA 627 907 1361 NA NA NA NA 696 1016 1406 NA NA NA
1465077600.0 1324.0 NA 124 211 0 NA NA NA NA 186 278 0 NA NA NA NA 823 1307 1484 NA NA NA NA 894 1465 1536 NA NA NA
