Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1465851600.0 1.0 58 90 151 NA NA NA NA NA 106 152 194 NA NA NA NA NA 3567 627 511 NA NA NA NA NA 3695 745 781 NA NA NA NA NA
1465851600.0 10.0 NA 93 226 0 NA NA NA NA NA 159 274 0 NA NA NA NA NA 4222 4059 1069 NA NA NA NA NA 4530 4305 1196 NA NA NA NA
1465851600.0 1001.0 NA 209 184 0 0 0 0 0 NA 261 223 0 0 0 0 0 NA 3692 533 8 89 936 47 921 NA 4021 670 10 97 950 157 1046
1465851600.0 1002.0 NA 236 72 NA NA NA NA NA NA 295 103 NA NA NA NA NA NA 3942 232 NA NA NA NA NA NA 4142 239 NA NA NA NA NA
1465851600.0 10021.0 NA 119 260 0 NA NA NA NA NA 190 328 0 NA NA NA NA NA 719 1809 844 NA NA NA NA NA 955 2225 886 NA NA NA NA
1465851600.0 10023.0 NA 106 256 0 NA NA NA NA NA 190 329 0 NA NA NA NA NA 675 1155 719 NA NA NA NA NA 825 1524 875 NA NA NA NA
1465851600.0 10024.0 NA 113 260 0 NA NA NA NA NA 190 329 0 NA NA NA NA NA 783 1638 926 NA NA NA NA NA 1093 2194 986 NA NA NA NA
1465851600.0 10024.1 NA 126 162 0 NA NA NA NA NA 190 220 0 NA NA NA NA NA 756 781 727 NA NA NA NA NA 1052 971 861 NA NA NA NA
1465851600.0 10024.2 NA 113 263 0 NA NA NA NA NA 190 329 0 NA NA NA NA NA 786 1653 892 NA NA NA NA NA 1074 1948 933 NA NA NA NA
1465851600.0 10024.3 NA 122 155 0 NA NA NA NA NA 190 215 0 NA NA NA NA NA 756 774 666 NA NA NA NA NA 894 1037 676 NA NA NA NA
1465851600.0 10024.4 NA 126 263 0 NA NA NA NA NA 190 328 0 NA NA NA NA NA 760 1561 881 NA NA NA NA NA 1047 1893 918 NA NA NA NA
1465851600.0 10024.5 NA 112 156 0 NA NA NA NA NA 190 216 0 NA NA NA NA NA 778 724 667 NA NA NA NA NA 1024 925 806 NA NA NA NA
1465851600.0 10025.0 NA 117 259 0 NA NA NA NA NA 190 329 0 NA NA NA NA NA 698 1230 853 NA NA NA NA NA 871 1565 1022 NA NA NA NA
1465851600.0 10026.0 NA 127 263 0 NA NA NA NA NA 190 329 0 NA NA NA NA NA 795 1953 892 NA NA NA NA NA 1043 2316 1057 NA NA NA NA
1465851600.0 1003.0 NA 202 0 NA NA NA NA NA NA 265 0 NA NA NA NA NA NA 5614 639 NA NA NA NA NA NA 5789 667 NA NA NA NA NA
1465851600.0 1004.0 NA 197 141 0 0 0 0 NA NA 253 183 0 0 0 0 NA NA 954 294 9 82 874 887 NA NA 1224 318 127 89 1009 1022 NA
1465851600.0 101.0 92 NA NA NA NA NA NA NA 144 NA NA NA NA NA NA NA 2264 NA NA NA NA NA NA NA 2332 NA NA NA NA NA NA NA
1465851600.0 102.0 97 NA NA NA NA NA NA NA 145 NA NA NA NA NA NA NA 1714 NA NA NA NA NA NA NA 1842 NA NA NA NA NA NA NA
1465851600.0 10224.0 NA 161 328 0 NA NA NA NA NA 208 404 0 NA NA NA NA NA 4044 7459 1032 NA NA NA NA NA 8710 11290 1069 NA NA NA NA
1465851600.0 10225.0 NA 145 327 0 NA NA NA NA NA 212 409 0 NA NA NA NA NA 4296 6987 971 NA NA NA NA NA 12515 15219 1107 NA NA NA NA
1465851600.0 103.0 44 0 0 NA NA NA NA NA 79 0 0 NA NA NA NA NA 773 138 287 NA NA NA NA NA 815 364 557 NA NA NA NA NA
1465851600.0 105.0 57 88 35 NA NA NA NA NA 105 154 55 NA NA NA NA NA 3597 651 4 NA NA NA NA NA 3635 777 7 NA NA NA NA NA
1465851600.0 106.0 43 0 0 NA NA NA NA NA 79 0 0 NA NA NA NA NA 782 138 282 NA NA NA NA NA 867 525 413 NA NA NA NA NA
1465851600.0 107.0 59 99 223 NA NA NA NA NA 106 154 265 NA NA NA NA NA 6596 683 865 NA NA NA NA NA 6758 890 1065 NA NA NA NA NA
1465851600.0 108.0 60 98 224 NA NA NA NA NA 107 154 268 NA NA NA NA NA 10402 718 1073 NA NA NA NA NA 10595 923 1373 NA NA NA NA NA
1465851600.0 10821.0 100 NA NA NA NA NA NA NA 136 NA NA NA NA NA NA NA 6427 NA NA NA NA NA NA NA 6629 NA NA NA NA NA NA NA
1465851600.0 10824.0 109 NA NA NA NA NA NA NA 159 NA NA NA NA NA NA NA 25512 NA NA NA NA NA NA NA 25669 NA NA NA NA NA NA NA
1465851600.0 10825.0 109 NA NA NA NA NA NA NA 156 NA NA NA NA NA NA NA 17486 NA NA NA NA NA NA NA 17594 NA NA NA NA NA NA NA
1465851600.0 10826.0 115 NA NA NA NA NA NA NA 163 NA NA NA NA NA NA NA 42547 NA NA NA NA NA NA NA 42758 NA NA NA NA NA NA NA
1465851600.0 109.0 60 104 227 NA NA NA NA NA 110 154 268 NA NA NA NA NA 9715 716 1108 NA NA NA NA NA 9874 875 1416 NA NA NA NA NA
1465851600.0 110.0 52 88 222 NA NA NA NA NA 87 154 265 NA NA NA NA NA 1272 651 717 NA NA NA NA NA 1403 904 1069 NA NA NA NA NA
1465851600.0 1102.0 NA 91 230 145 83 NA NA NA NA 158 274 179 116 NA NA NA NA 4385 5038 3024 193 NA NA NA NA 4575 5271 3168 197 NA NA NA
1465851600.0 111.0 59 90 224 NA NA NA NA NA 105 154 265 NA NA NA NA NA 3937 512 769 NA NA NA NA NA 3961 681 1018 NA NA NA NA NA
1465851600.0 112.0 59 101 224 NA NA NA NA NA 106 154 265 NA NA NA NA NA 6450 689 819 NA NA NA NA NA 6642 805 1019 NA NA NA NA NA
1465851600.0 113.0 59 91 223 NA NA NA NA NA 108 154 267 NA NA NA NA NA 8206 708 876 NA NA NA NA NA 8279 866 1067 NA NA NA NA NA
1465851600.0 114.0 59 90 228 NA NA NA NA NA 110 154 266 NA NA NA NA NA 7593 704 898 NA NA NA NA NA 7749 839 1144 NA NA NA NA NA
1465851600.0 115.0 70 103 230 NA NA NA NA NA 109 154 268 NA NA NA NA NA 7984 718 1005 NA NA NA NA NA 8005 898 1149 NA NA NA NA NA
1465851600.0 116.0 60 88 227 NA NA NA NA NA 107 154 267 NA NA NA NA NA 7979 705 969 NA NA NA NA NA 8013 781 1208 NA NA NA NA NA
1465851600.0 117.0 60 90 226 NA NA NA NA NA 107 154 268 NA NA NA NA NA 10829 726 1054 NA NA NA NA NA 10899 837 1194 NA NA NA NA NA
1465851600.0 118.0 62 89 222 NA NA NA NA NA 109 154 269 NA NA NA NA NA 10341 713 1117 NA NA NA NA NA 10439 786 1261 NA NA NA NA NA
1465851600.0 119.0 58 90 223 NA NA NA NA NA 106 154 265 NA NA NA NA NA 5863 675 832 NA NA NA NA NA 6050 848 986 NA NA NA NA NA
1465851600.0 120.0 51 87 220 NA NA NA NA NA 86 155 265 NA NA NA NA NA 974 624 650 NA NA NA NA NA 1109 745 1128 NA NA NA NA NA
1465851600.0 121.0 62 100 223 NA NA NA NA NA 108 154 268 NA NA NA NA NA 10785 747 1119 NA NA NA NA NA 11007 916 1414 NA NA NA NA NA
1465851600.0 122.0 55 101 223 NA NA NA NA NA 97 155 265 NA NA NA NA NA 1365 363 635 NA NA NA NA NA 1839 501 784 NA NA NA NA NA
1465851600.0 123.1 213 NA NA NA NA NA NA NA 255 NA NA NA NA NA NA NA 927 NA NA NA NA NA NA NA 1328 NA NA NA NA NA NA NA
1465851600.0 123.2 214 NA NA NA NA NA NA NA 258 NA NA NA NA NA NA NA 1236 NA NA NA NA NA NA NA 1617 NA NA NA NA NA NA NA
1465851600.0 123.3 205 NA NA NA NA NA NA NA 240 NA NA NA NA NA NA NA 654 NA NA NA NA NA NA NA 872 NA NA NA NA NA NA NA
1465851600.0 124.1 210 NA NA NA NA NA NA NA 246 NA NA NA NA NA NA NA 663 NA NA NA NA NA NA NA 1016 NA NA NA NA NA NA NA
1465851600.0 124.2 210 NA NA NA NA NA NA NA 253 NA NA NA NA NA NA NA 877 NA NA NA NA NA NA NA 1196 NA NA NA NA NA NA NA
1465851600.0 124.4 209 NA NA NA NA NA NA NA 246 NA NA NA NA NA NA NA 664 NA NA NA NA NA NA NA 956 NA NA NA NA NA NA NA
1465851600.0 124.5 203 NA NA NA NA NA NA NA 246 NA NA NA NA NA NA NA 691 NA NA NA NA NA NA NA 1048 NA NA NA NA NA NA NA
1465851600.0 124.6 198 NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA 682 NA NA NA NA NA NA NA 973 NA NA NA NA NA NA NA
1465851600.0 125.0 58 95 223 NA NA NA NA NA 106 154 265 NA NA NA NA NA 6423 695 828 NA NA NA NA NA 6482 856 1092 NA NA NA NA NA
1465851600.0 126.0 52 95 221 NA NA NA NA NA 93 154 265 NA NA NA NA NA 2666 606 709 NA NA NA NA NA 2682 778 941 NA NA NA NA NA
1465851600.0 127.0 52 91 221 NA NA NA NA NA 93 154 265 NA NA NA NA NA 2427 608 738 NA NA NA NA NA 2450 728 1023 NA NA NA NA NA
1465851600.0 128.0 53 86 219 NA NA NA NA NA 92 154 265 NA NA NA NA NA 899 636 683 NA NA NA NA NA 918 876 850 NA NA NA NA NA
1465851600.0 129.0 52 85 220 NA NA NA NA NA 86 154 265 NA NA NA NA NA 993 615 680 NA NA NA NA NA 1116 730 917 NA NA NA NA NA
1465851600.0 13.0 NA 84 223 0 NA NA NA NA NA 159 267 0 NA NA NA NA NA 469 1624 878 NA NA NA NA NA 710 1909 1031 NA NA NA NA
1465851600.0 130.0 53 88 222 NA NA NA NA NA 93 155 265 NA NA NA NA NA 1259 635 687 NA NA NA NA NA 1276 823 954 NA NA NA NA NA
1465851600.0 1301.0 66 153 196 NA NA NA NA NA 113 211 245 NA NA NA NA NA 2060 806 682 NA NA NA NA NA 2111 1083 873 NA NA NA NA NA
1465851600.0 1302.0 68 170 206 NA NA NA NA NA 118 211 249 NA NA NA NA NA 11730 1045 1035 NA NA NA NA NA 11857 1235 1250 NA NA NA NA NA
1465851600.0 1303.0 69 175 199 NA NA NA NA NA 114 211 254 NA NA NA NA NA 18549 827 1560 NA NA NA NA NA 18737 974 1749 NA NA NA NA NA
1465851600.0 1306.0 NA 173 271 0 NA NA NA NA NA 226 329 0 NA NA NA NA NA 829 1253 2305 NA NA NA NA NA 1070 1602 2330 NA NA NA NA
1465851600.0 1307.0 NA 151 158 54 0 NA NA NA NA 220 213 86 0 NA NA NA NA 819 917 72 1092 NA NA NA NA 1020 1188 85 1128 NA NA NA
1465851600.0 1308.0 NA 151 153 57 0 NA NA NA NA 220 213 81 0 NA NA NA NA 802 828 47 1037 NA NA NA NA 1110 981 179 1201 NA NA NA
1465851600.0 1309.0 NA 184 277 0 NA NA NA NA NA 236 330 0 NA NA NA NA NA 1097 1744 2598 NA NA NA NA NA 1366 2097 2656 NA NA NA NA
1465851600.0 131.0 54 87 226 NA NA NA NA NA 96 154 265 NA NA NA NA NA 3411 628 706 NA NA NA NA NA 3533 841 1054 NA NA NA NA NA
1465851600.0 1310.0 NA 182 277 0 NA NA NA NA NA 234 330 0 NA NA NA NA NA 1016 1642 2674 NA NA NA NA NA 1211 1860 2819 NA NA NA NA
1465851600.0 1311.0 NA 177 256 0 83 NA NA NA NA 227 300 0 107 NA NA NA NA 845 1291 2674 126 NA NA NA NA 1010 1590 2716 292 NA NA NA
