Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1466110800.0 1.0 58 91 151 NA NA NA NA NA 106 152 195 NA NA NA NA NA 3606 626 515 NA NA NA NA NA 3745 729 709 NA NA NA NA NA
1466110800.0 10.0 NA 101 235 0 NA NA NA NA NA 159 274 0 NA NA NA NA NA 4269 4102 1095 NA NA NA NA NA 4405 4315 1137 NA NA NA NA
1466110800.0 1000.0 NA 236 150 0 49 NA NA NA NA 303 200 0 82 NA NA NA NA 3955 729 863 159 NA NA NA NA 4163 909 998 272 NA NA NA
1466110800.0 1001.0 NA 208 182 0 0 0 0 0 NA 261 223 0 0 0 0 0 NA 3646 534 9 86 936 45 972 NA 3857 565 144 95 955 55 1090
1466110800.0 1002.0 NA 235 72 NA NA NA NA NA NA 295 103 NA NA NA NA NA NA 3915 243 NA NA NA NA NA NA 4086 353 NA NA NA NA NA
1466110800.0 10021.0 NA 119 261 0 NA NA NA NA NA 198 330 0 NA NA NA NA NA 726 1889 753 NA NA NA NA NA 936 2251 784 NA NA NA NA
1466110800.0 10023.0 NA 116 260 0 NA NA NA NA NA 199 329 0 NA NA NA NA NA 658 1168 787 NA NA NA NA NA 818 1400 923 NA NA NA NA
1466110800.0 10024.0 NA 127 268 0 NA NA NA NA NA 199 330 0 NA NA NA NA NA 768 1694 845 NA NA NA NA NA 996 1993 979 NA NA NA NA
1466110800.0 10024.1 NA 114 163 0 NA NA NA NA NA 199 220 0 NA NA NA NA NA 767 823 724 NA NA NA NA NA 926 928 844 NA NA NA NA
1466110800.0 10024.2 NA 114 266 0 NA NA NA NA NA 199 330 0 NA NA NA NA NA 782 1661 860 NA NA NA NA NA 1022 1972 1008 NA NA NA NA
1466110800.0 10024.3 NA 121 164 0 NA NA NA NA NA 199 216 0 NA NA NA NA NA 757 826 664 NA NA NA NA NA 1112 1420 776 NA NA NA NA
1466110800.0 10024.4 NA 113 262 0 NA NA NA NA NA 199 329 0 NA NA NA NA NA 782 1598 812 NA NA NA NA NA 996 1933 853 NA NA NA NA
1466110800.0 10024.5 NA 113 158 0 NA NA NA NA NA 199 216 0 NA NA NA NA NA 796 757 635 NA NA NA NA NA 1064 857 824 NA NA NA NA
1466110800.0 10025.0 NA 117 260 0 NA NA NA NA NA 199 330 0 NA NA NA NA NA 703 1321 864 NA NA NA NA NA 814 1553 1000 NA NA NA NA
1466110800.0 10026.0 NA 113 266 0 NA NA NA NA NA 199 330 0 NA NA NA NA NA 806 1931 869 NA NA NA NA NA 1101 2324 1017 NA NA NA NA
1466110800.0 1003.0 NA 210 0 NA NA NA NA NA NA 265 0 NA NA NA NA NA NA 6051 627 NA NA NA NA NA NA 6279 655 NA NA NA NA NA
1466110800.0 1004.0 NA 201 147 0 0 0 0 NA NA 252 183 0 0 0 0 NA NA 927 275 7 89 918 891 NA NA 1147 401 9 98 1029 1008 NA
1466110800.0 101.0 93 NA NA NA NA NA NA NA 145 NA NA NA NA NA NA NA 2280 NA NA NA NA NA NA NA 2446 NA NA NA NA NA NA NA
1466110800.0 102.0 93 NA NA NA NA NA NA NA 146 NA NA NA NA NA NA NA 1737 NA NA NA NA NA NA NA 1956 NA NA NA NA NA NA NA
1466110800.0 10224.0 NA 161 331 0 NA NA NA NA NA 207 407 0 NA NA NA NA NA 4063 7631 1024 NA NA NA NA NA 8100 14702 1074 NA NA NA NA
1466110800.0 10225.0 NA 147 327 0 NA NA NA NA NA 216 411 0 NA NA NA NA NA 4261 6955 1052 NA NA NA NA NA 12331 13995 1252 NA NA NA NA
1466110800.0 103.0 45 0 0 NA NA NA NA NA 79 0 0 NA NA NA NA NA 789 134 271 NA NA NA NA NA 1227 362 947 NA NA NA NA NA
1466110800.0 105.0 58 87 26 NA NA NA NA NA 105 154 55 NA NA NA NA NA 3631 649 5 NA NA NA NA NA 3747 753 101 NA NA NA NA NA
1466110800.0 106.0 43 0 0 NA NA NA NA NA 79 0 0 NA NA NA NA NA 780 133 275 NA NA NA NA NA 1008 449 413 NA NA NA NA NA
1466110800.0 107.0 59 88 223 NA NA NA NA NA 106 154 265 NA NA NA NA NA 6537 691 888 NA NA NA NA NA 6708 810 1198 NA NA NA NA NA
1466110800.0 108.0 60 95 224 NA NA NA NA NA 107 154 267 NA NA NA NA NA 10303 719 1085 NA NA NA NA NA 10362 896 1393 NA NA NA NA NA
1466110800.0 10821.0 100 NA NA NA NA NA NA NA 136 NA NA NA NA NA NA NA 6344 NA NA NA NA NA NA NA 6523 NA NA NA NA NA NA NA
1466110800.0 10824.0 110 NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA 25161 NA NA NA NA NA NA NA 25274 NA NA NA NA NA NA NA
1466110800.0 10825.0 110 NA NA NA NA NA NA NA 160 NA NA NA NA NA NA NA 18149 NA NA NA NA NA NA NA 18257 NA NA NA NA NA NA NA
1466110800.0 10826.0 117 NA NA NA NA NA NA NA 166 NA NA NA NA NA NA NA 42817 NA NA NA NA NA NA NA 42985 NA NA NA NA NA NA NA
1466110800.0 109.0 60 102 226 NA NA NA NA NA 109 154 269 NA NA NA NA NA 9854 726 1099 NA NA NA NA NA 9918 840 1305 NA NA NA NA NA
1466110800.0 11.0 NA 88 239 0 71 NA NA NA NA 159 281 0 96 NA NA NA NA 3550 1655 1034 68 NA NA NA NA 3644 1962 1070 78 NA NA NA
1466110800.0 110.0 53 92 221 NA NA NA NA NA 87 154 265 NA NA NA NA NA 1288 643 701 NA NA NA NA NA 1397 769 957 NA NA NA NA NA
1466110800.0 1102.0 NA 90 242 139 89 NA NA NA NA 159 274 179 115 NA NA NA NA 4455 5521 3309 211 NA NA NA NA 4609 5723 3625 218 NA NA NA
1466110800.0 111.0 59 89 225 NA NA NA NA NA 104 154 265 NA NA NA NA NA 3898 512 762 NA NA NA NA NA 3925 623 897 NA NA NA NA NA
1466110800.0 112.0 59 97 223 NA NA NA NA NA 105 154 265 NA NA NA NA NA 6334 682 832 NA NA NA NA NA 6392 859 1128 NA NA NA NA NA
1466110800.0 113.0 60 94 223 NA NA NA NA NA 108 154 267 NA NA NA NA NA 8075 700 879 NA NA NA NA NA 8267 816 1129 NA NA NA NA NA
1466110800.0 114.0 59 89 226 NA NA NA NA NA 106 154 266 NA NA NA NA NA 7655 709 880 NA NA NA NA NA 7706 776 1014 NA NA NA NA NA
1466110800.0 115.0 60 96 223 NA NA NA NA NA 109 154 268 NA NA NA NA NA 8360 729 993 NA NA NA NA NA 8532 836 1200 NA NA NA NA NA
1466110800.0 116.0 59 88 223 NA NA NA NA NA 108 154 267 NA NA NA NA NA 8529 733 949 NA NA NA NA NA 8684 843 1250 NA NA NA NA NA
1466110800.0 117.0 61 89 226 NA NA NA NA NA 111 154 269 NA NA NA NA NA 10619 721 1065 NA NA NA NA NA 10697 829 1369 NA NA NA NA NA
1466110800.0 118.0 60 104 229 NA NA NA NA NA 106 154 269 NA NA NA NA NA 10165 729 1108 NA NA NA NA NA 10231 845 1308 NA NA NA NA NA
1466110800.0 119.0 59 91 222 NA NA NA NA NA 105 154 265 NA NA NA NA NA 5971 685 817 NA NA NA NA NA 6137 860 1069 NA NA NA NA NA
1466110800.0 12.0 NA 96 230 0 NA NA NA NA NA 159 272 0 NA NA NA NA NA 4020 4467 1127 NA NA NA NA NA 4152 4819 1159 NA NA NA NA
1466110800.0 120.0 53 98 222 NA NA NA NA NA 86 154 265 NA NA NA NA NA 989 623 674 NA NA NA NA NA 1115 723 946 NA NA NA NA NA
1466110800.0 121.0 60 91 226 NA NA NA NA NA 108 154 269 NA NA NA NA NA 10630 736 1134 NA NA NA NA NA 10711 846 1368 NA NA NA NA NA
1466110800.0 122.0 57 95 221 NA NA NA NA NA 97 154 265 NA NA NA NA NA 1335 356 641 NA NA NA NA NA 1589 552 963 NA NA NA NA NA
1466110800.0 123.1 207 NA NA NA NA NA NA NA 255 NA NA NA NA NA NA NA 965 NA NA NA NA NA NA NA 1267 NA NA NA NA NA NA NA
1466110800.0 123.2 208 NA NA NA NA NA NA NA 258 NA NA NA NA NA NA NA 1240 NA NA NA NA NA NA NA 1731 NA NA NA NA NA NA NA
1466110800.0 123.3 197 NA NA NA NA NA NA NA 240 NA NA NA NA NA NA NA 701 NA NA NA NA NA NA NA 980 NA NA NA NA NA NA NA
