Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1464987600.0 1.0 58 85 152 NA NA 106 152 194 NA NA 3291 605 485 NA NA 3306 661 703 NA NA
1464987600.0 101.0 93 NA NA NA NA 144 NA NA NA NA 2270 NA NA NA NA 2504 NA NA NA NA
1464987600.0 102.0 95 NA NA NA NA 145 NA NA NA NA 1700 NA NA NA NA 1781 NA NA NA NA
1464987600.0 10224.0 NA 150 NA NA NA NA 206 NA NA NA NA 4846 NA NA NA NA 13199 NA NA NA
1464987600.0 10225.0 NA 144 NA NA NA NA 206 NA NA NA NA 4313 NA NA NA NA 11666 NA NA NA
1464987600.0 103.0 44 0 0 NA NA 78 0 0 NA NA 771 134 282 NA NA 835 640 444 NA NA
1464987600.0 105.0 58 88 35 NA NA 105 154 55 NA NA 3293 622 4 NA NA 3303 676 26 NA NA
1464987600.0 106.0 43 0 0 NA NA 79 0 0 NA NA 781 130 277 NA NA 851 285 555 NA NA
1464987600.0 107.0 69 102 224 NA NA 106 154 264 NA NA 5913 638 785 NA NA 6018 796 1062 NA NA
1464987600.0 108.0 60 94 224 NA NA 107 154 266 NA NA 9281 691 1019 NA NA 9303 792 1207 NA NA
1464987600.0 10821.0 100 NA NA NA NA 135 NA NA NA NA 6111 NA NA NA NA 6145 NA NA NA NA
1464987600.0 10824.0 109 NA NA NA NA 160 NA NA NA NA 25450 NA NA NA NA 25667 NA NA NA NA
1464987600.0 10825.0 109 NA NA NA NA 158 NA NA NA NA 17728 NA NA NA NA 17972 NA NA NA NA
1464987600.0 10826.0 122 NA NA NA NA 164 NA NA NA NA 42668 NA NA NA NA 42908 NA NA NA NA
1464987600.0 109.0 63 97 224 NA NA 106 154 267 NA NA 8921 684 1052 NA NA 8939 842 1253 NA NA
1464987600.0 110.0 51 101 222 NA NA 87 154 264 NA NA 1206 602 652 NA NA 1312 700 874 NA NA
1464987600.0 11021.0 100 218 NA NA NA 136 262 NA NA NA 6132 4763 NA NA NA 6270 4864 NA NA NA
1464987600.0 11024.0 110 218 NA NA NA 158 265 NA NA NA 24801 5123 NA NA NA 24927 5335 NA NA NA
1464987600.0 11025.0 109 219 NA NA NA 158 266 NA NA NA 18010 5098 NA NA NA 18211 5296 NA NA NA
1464987600.0 11026.0 122 223 NA NA NA 170 268 NA NA NA 42429 5103 NA NA NA 42710 5289 NA NA NA
1464987600.0 111.0 60 90 232 NA NA 103 154 264 NA NA 3548 476 702 NA NA 3559 535 823 NA NA
1464987600.0 112.0 69 89 226 NA NA 108 154 264 NA NA 5567 643 749 NA NA 5578 834 939 NA NA
1464987600.0 113.0 63 103 233 NA NA 107 154 265 NA NA 7054 657 794 NA NA 7067 751 967 NA NA
1464987600.0 114.0 73 102 233 NA NA 107 154 265 NA NA 6592 656 806 NA NA 6602 709 981 NA NA
1464987600.0 115.0 61 103 235 NA NA 106 154 267 NA NA 7523 670 879 NA NA 7536 769 1098 NA NA
1464987600.0 116.0 61 96 224 NA NA 106 154 265 NA NA 8048 665 882 NA NA 8071 866 1163 NA NA
1464987600.0 117.0 62 104 225 NA NA 109 154 267 NA NA 9728 695 981 NA NA 9836 797 1265 NA NA
1464987600.0 118.0 62 94 228 NA NA 108 154 268 NA NA 9388 695 1011 NA NA 9499 793 1294 NA NA
1464987600.0 119.0 72 102 225 NA NA 105 155 264 NA NA 5188 639 786 NA NA 5198 698 1090 NA NA
1464987600.0 120.0 53 95 219 NA NA 86 154 264 NA NA 945 607 655 NA NA 1274 967 879 NA NA
