Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1466024400.0 1.0 51 141 118 NA NA 88 183 168 NA NA 1620 482 422 NA NA 1711 571 495 NA NA
1466024400.0 10.0 NA 165 179 0 NA NA 217 225 0 NA NA 2520 3408 1026 NA NA 2666 3537 1206 NA
1466024400.0 1000.0 NA 176 88 0 35 NA 241 135 0 65 NA 2453 438 411 120 NA 3114 855 562 658
1466024400.0 1001.0 NA 166 32 0 NA NA 218 63 0 NA NA 2363 45 45 NA NA 2556 83 103 NA
1466024400.0 1002.0 NA 169 58 NA NA NA 222 83 NA NA NA 2555 191 NA NA NA 2658 225 NA NA
1466024400.0 1003.0 NA 168 0 NA NA NA 233 0 NA NA NA 3781 408 NA NA NA 4378 577 NA NA
1466024400.0 101.0 87 NA NA NA NA 125 NA NA NA NA 1083 NA NA NA NA 1173 NA NA NA NA
1466024400.0 102.0 88 NA NA NA NA 124 NA NA NA NA 806 NA NA NA NA 872 NA NA NA NA
1466024400.0 103.0 51 152 174 NA NA 86 202 220 NA NA 827 492 467 NA NA 879 591 531 NA NA
1466024400.0 105.0 51 154 38 NA NA 88 201 64 NA NA 1797 578 33 NA NA 1849 673 49 NA NA
1466024400.0 106.0 46 0 0 NA NA 78 0 0 NA NA 576 456 321 NA NA 610 547 383 NA NA
1466024400.0 107.0 52 152 170 NA NA 89 203 222 NA NA 2907 557 628 NA NA 3364 677 952 NA NA
1466024400.0 108.0 51 154 172 NA NA 87 204 222 NA NA 4011 650 716 NA NA 4079 788 785 NA NA
1466024400.0 109.0 51 152 171 NA NA 87 203 222 NA NA 2271 568 702 NA NA 2680 709 911 NA NA
1466024400.0 11.0 NA 155 179 0 47 NA 210 229 0 75 NA 1716 2081 1126 61 NA 1859 2209 1149 158
1466024400.0 110.0 47 150 169 NA NA 82 200 218 NA NA 885 536 644 NA NA 932 612 714 NA NA
1466024400.0 1102.0 NA 168 178 108 61 NA 215 226 152 96 NA 2856 4152 2381 188 NA 3007 4355 2476 221
1466024400.0 111.0 50 152 171 NA NA 88 203 221 NA NA 1907 532 574 NA NA 2119 655 652 NA NA
1466024400.0 112.0 53 152 170 NA NA 89 204 222 NA NA 2607 548 678 NA NA 3021 671 890 NA NA
1466024400.0 113.0 53 151 171 NA NA 90 204 222 NA NA 2768 565 675 NA NA 3226 679 992 NA NA
1466024400.0 114.0 53 151 170 NA NA 89 204 221 NA NA 2568 550 669 NA NA 3071 667 851 NA NA
1466024400.0 115.0 53 151 173 NA NA 91 204 222 NA NA 4559 685 772 NA NA 4655 809 876 NA NA
1466024400.0 116.0 53 157 171 NA NA 91 205 223 NA NA 4254 644 744 NA NA 4337 692 855 NA NA
1466024400.0 117.0 56 157 177 NA NA 91 205 224 NA NA 6310 711 982 NA NA 6470 762 1029 NA NA
1466024400.0 118.0 53 152 174 NA NA 91 206 223 NA NA 5130 587 565 NA NA 5247 669 605 NA NA
1466024400.0 119.0 52 151 170 NA NA 88 203 222 NA NA 2787 566 687 NA NA 3245 694 1005 NA NA
1466024400.0 12.0 NA 157 174 0 NA NA 217 224 0 NA NA 2615 3477 719 NA NA 2742 3572 746 NA
1466024400.0 120.0 48 150 168 NA NA 76 200 218 NA NA 592 508 605 NA NA 632 620 674 NA NA
1466024400.0 1200.0 77 186 0 NA NA 121 230 0 NA NA 247 891 146 NA NA 312 1007 173 NA NA
1466024400.0 1201.0 217 NA NA NA NA 275 NA NA NA NA 1018 NA NA NA NA 1088 NA NA NA NA
1466024400.0 121.0 55 154 176 NA NA 91 206 224 NA NA 5750 696 837 NA NA 6194 778 910 NA NA
1466024400.0 122.0 58 152 174 NA NA 88 202 221 NA NA 1379 524 521 NA NA 1404 618 621 NA NA
1466024400.0 123.1 213 NA NA NA NA 273 NA NA NA NA 1045 NA NA NA NA 1223 NA NA NA NA
1466024400.0 123.2 215 NA NA NA NA 276 NA NA NA NA 1188 NA NA NA NA 1288 NA NA NA NA
1466024400.0 123.3 202 NA NA NA NA 259 NA NA NA NA 727 NA NA NA NA 806 NA NA NA NA
1466024400.0 124.1 206 NA NA NA NA 267 NA NA NA NA 860 NA NA NA NA 1088 NA NA NA NA
1466024400.0 124.2 209 NA NA NA NA 272 NA NA NA NA 986 NA NA NA NA 1174 NA NA NA NA
1466024400.0 124.4 211 NA NA NA NA 267 NA NA NA NA 740 NA NA NA NA 813 NA NA NA NA
1466024400.0 124.5 206 NA NA NA NA 267 NA NA NA NA 888 NA NA NA NA 1007 NA NA NA NA
1466024400.0 124.6 202 NA NA NA NA 260 NA NA NA NA 740 NA NA NA NA 826 NA NA NA NA
1466024400.0 125.0 53 151 170 NA NA 91 204 222 NA NA 3084 563 597 NA NA 3548 689 904 NA NA
1466024400.0 126.0 46 151 169 NA NA 82 201 219 NA NA 1066 391 404 NA NA 1111 464 476 NA NA
1466024400.0 127.0 47 154 171 NA NA 77 200 218 NA NA 1111 529 591 NA NA 1140 605 659 NA NA
1466024400.0 128.0 47 150 168 NA NA 76 200 218 NA NA 549 532 578 NA NA 611 606 652 NA NA
1466024400.0 129.0 47 149 171 NA NA 76 200 218 NA NA 564 594 554 NA NA 604 684 613 NA NA
1466024400.0 13.0 NA 161 175 0 NA NA 218 228 0 NA NA 4667 6576 1186 NA NA 5047 6750 1249 NA
1466024400.0 130.0 48 151 169 NA NA 77 200 218 NA NA 660 522 616 NA NA 740 621 692 NA NA
1466024400.0 1301.0 58 143 123 NA NA 95 190 174 NA NA 1100 343 299 NA NA 1162 439 360 NA NA
1466024400.0 1302.0 64 153 137 NA NA 101 192 179 NA NA 7389 452 439 NA NA 7642 558 502 NA NA
1466024400.0 1303.0 66 161 134 NA NA 102 192 178 NA NA 21865 849 1031 NA NA 22660 992 1154 NA NA
1466024400.0 1306.0 NA 155 177 0 NA NA 212 225 0 NA NA 549 628 917 NA NA 704 747 945 NA
1466024400.0 1307.0 52 0 0 0 0 83 0 0 0 0 550 443 254 69 383 626 573 365 108 426
1466024400.0 1308.0 NA 146 112 38 0 NA 199 155 63 0 NA 472 433 90 452 NA 594 981 121 520
1466024400.0 1309.0 NA 158 182 0 NA NA 220 234 0 NA NA 731 996 946 NA NA 953 1182 1005 NA
1466024400.0 131.0 50 151 170 NA NA 83 201 219 NA NA 1497 565 609 NA NA 1561 617 705 NA NA
1466024400.0 1311.0 NA 149 186 0 46 NA 214 236 0 75 NA 488 649 1061 49 NA 678 883 1106 101
1466024400.0 1313.0 NA 160 181 0 NA NA 221 234 0 NA NA 726 1180 933 NA NA 854 1436 970 NA
1466024400.0 1314.0 NA 158 178 0 NA NA 216 229 0 NA NA 450 464 584 NA NA 552 521 608 NA
1466024400.0 1315.0 NA 155 176 0 NA NA 213 226 0 NA NA 555 556 700 NA NA 735 648 727 NA
1466024400.0 1316.0 NA 152 178 0 NA NA 215 227 0 NA NA 469 466 618 NA NA 550 537 649 NA
1466024400.0 1317.0 NA 156 179 0 NA NA 213 226 0 NA NA 429 409 574 NA NA 559 478 600 NA
1466024400.0 1318.0 NA 152 174 0 NA NA 213 226 0 NA NA 535 585 862 NA NA 647 678 910 NA
1466024400.0 1319.0 NA 156 178 0 NA NA 213 226 0 NA NA 450 402 576 NA NA 541 461 610 NA
1466024400.0 132.0 52 156 175 NA NA 89 207 225 NA NA 4241 641 729 NA NA 4307 725 812 NA NA
1466024400.0 1320.0 NA 155 177 0 NA NA 213 226 0 NA NA 409 413 615 NA NA 529 470 638 NA
1466024400.0 1322.0 NA 158 178 0 NA NA 248 231 0 NA NA 1736 774 832 NA NA 2192 912 903 NA
1466024400.0 1324.0 NA 155 180 0 NA NA 217 230 0 NA NA 615 800 966 NA NA 800 940 1016 NA
1466024400.0 1325.0 NA 156 180 0 52 NA 220 232 0 81 NA 585 828 990 150 NA 716 1008 1057 215
1466024400.0 1326.0 NA 156 181 0 NA NA 217 229 0 NA NA 465 451 639 NA NA 658 509 675 NA
1466024400.0 1327.0 NA 166 181 0 NA NA 217 230 0 NA NA 613 760 954 NA NA 704 931 983 NA
1466024400.0 1328.0 NA 155 181 0 NA NA 216 230 0 NA NA 478 520 620 NA NA 583 594 651 NA
1466024400.0 1329.0 NA 154 180 0 49 NA 219 230 0 79 NA 548 708 956 67 NA 738 895 1012 98
1466024400.0 133.0 54 157 176 NA NA 92 207 225 NA NA 8185 766 1020 NA NA 8305 875 1175 NA NA
1466024400.0 1330.0 NA 154 178 0 NA NA 216 229 0 NA NA 641 721 718 NA NA 792 827 745 NA
1466024400.0 1331.0 NA 155 181 0 NA NA 216 228 0 NA NA 458 456 603 NA NA 555 529 626 NA
1466024400.0 1332.0 63 168 189 0 NA 98 210 231 0 NA 4144 604 713 1026 NA 5072 875 902 1090 NA
1466024400.0 1333.0 NA 156 178 0 NA NA 216 228 0 NA NA 436 441 582 NA NA 619 513 604 NA
1466024400.0 1334.0 61 162 186 0 NA 99 208 230 0 NA 5378 489 533 647 NA 5634 595 602 665 NA
1466024400.0 1336.0 NA 158 179 0 NA NA 219 231 0 NA NA 775 943 884 NA NA 1338 1043 921 NA
1466024400.0 1338.0 NA 157 177 0 NA NA 218 232 0 NA NA 648 823 896 NA NA 816 965 942 NA
1466024400.0 1339.0 NA 158 182 0 NA NA 221 233 0 NA NA 724 1029 938 NA NA 900 1168 977 NA
1466024400.0 134.0 NA 170 27 0 NA NA 225 59 0 NA NA 2847 51 46 NA NA 3143 95 89 NA
1466024400.0 1340.0 58 155 179 0 NA 95 204 228 0 NA 1017 408 527 906 NA 1291 571 677 951 NA
1466024400.0 1341.0 NA 158 184 0 NA NA 219 234 0 NA NA 720 1050 995 NA NA 969 1194 1048 NA
1466024400.0 1343.0 59 157 178 0 NA 97 206 230 0 NA 2961 579 699 900 NA 3869 766 1551 1051 NA
1466024400.0 1344.0 64 160 183 0 NA 101 207 229 0 NA 11887 621 700 903 NA 12027 736 798 923 NA
1466024400.0 1345.0 62 157 181 0 NA 99 208 230 0 NA 7470 758 900 1095 NA 8009 978 1061 1154 NA
1466024400.0 1348.0 62 156 181 0 NA 98 208 230 0 NA 3723 632 803 1014 NA 3918 807 911 1083 NA
1466024400.0 135.1 0 NA NA NA NA 0 NA NA NA NA 574 NA NA NA NA 1019 NA NA NA NA
1466024400.0 135.2 0 NA NA NA NA 0 NA NA NA NA 547 NA NA NA NA 735 NA NA NA NA
1466024400.0 135.3 0 NA NA NA NA 0 NA NA NA NA 542 NA NA NA NA 714 NA NA NA NA
1466024400.0 135.4 0 NA NA NA NA 0 NA NA NA NA 583 NA NA NA NA 1111 NA NA NA NA
1466024400.0 135.5 0 NA NA NA NA 0 NA NA NA NA 540 NA NA NA NA 727 NA NA NA NA
1466024400.0 135.6 0 NA NA NA NA 0 NA NA NA NA 590 NA NA NA NA 1148 NA NA NA NA
1466024400.0 135.7 0 NA NA NA NA 0 NA NA NA NA 558 NA NA NA NA 725 NA NA NA NA
1466024400.0 135.8 129 NA NA NA NA 173 NA NA NA NA 496 NA NA NA NA 687 NA NA NA NA
1466024400.0 1351.0 60 154 177 0 NA 96 203 227 0 NA 753 398 510 885 NA 837 560 631 921 NA
1466024400.0 1352.0 60 158 180 0 NA 97 206 230 0 NA 3747 731 859 1074 NA 4262 974 1083 1126 NA
1466024400.0 1353.0 65 162 190 0 NA 110 210 232 0 NA 15434 650 765 908 NA 16133 935 877 988 NA
1466024400.0 1354.0 60 159 180 0 NA 101 209 231 0 NA 9375 755 865 1088 NA 9908 961 1027 1140 NA
1466024400.0 1355.0 62 164 195 0 NA 102 210 232 0 NA 7711 689 825 886 NA 7849 818 925 910 NA
1466024400.0 14.0 NA 156 176 0 NA NA 215 223 0 NA NA 2195 3031 1149 NA NA 2311 3098 1194 NA
1466024400.0 140.0 NA 164 149 0 NA NA 218 192 0 NA NA 885 531 1131 NA NA 1126 596 1160 NA
1466024400.0 140.51 NA 59 167 0 NA NA 90 201 0 NA NA 3164 2715 952 NA NA 3460 3106 1003 NA
1466024400.0 140.52 NA 163 148 0 NA NA 211 191 0 NA NA 2815 1386 709 NA NA 3853 2195 841 NA
1466024400.0 140.53 NA 166 0 NA NA NA 228 0 NA NA NA 3344 936 NA NA NA 3725 993 NA NA
1466024400.0 144.6 NA 162 NA NA NA NA 211 NA NA NA NA 1985 NA NA NA NA 2111 NA NA NA
1466024400.0 15.0 NA 152 169 0 NA NA 211 218 0 NA NA 1457 1804 741 NA NA 2255 2011 958 NA
1466024400.0 16.0 NA 165 170 0 NA NA 215 221 0 NA NA 2064 2331 1015 NA NA 2242 2546 1040 NA
1466024400.0 17.0 NA 153 169 0 NA NA 211 219 0 NA NA 1557 1993 762 NA NA 2318 2404 922 NA
1466024400.0 18.0 NA 151 168 0 NA NA 210 218 0 NA NA 1476 1710 729 NA NA 2296 1947 972 NA
1466024400.0 19.0 NA 152 168 0 NA NA 211 218 0 NA NA 1500 1797 740 NA NA 2303 1985 958 NA
1466024400.0 2.0 53 144 122 NA NA 91 186 170 NA NA 4570 489 516 NA NA 5095 699 651 NA NA
1466024400.0 20.0 NA 152 169 0 NA NA 213 219 0 NA NA 1557 2043 798 NA NA 2335 2424 942 NA
1466024400.0 200.0 NA 173 191 0 NA NA 231 253 0 NA NA 1182 1901 965 NA NA 1931 2704 1036 NA
1466024400.0 201.0 NA 169 194 0 NA NA 231 253 0 NA NA 1058 1778 954 NA NA 1715 2474 976 NA
1466024400.0 202.0 NA 170 195 0 NA NA 232 253 0 NA NA 1211 1997 1053 NA NA 1956 2615 1090 NA
