Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1465077600.0 1.0 51 143 120 NA NA 88 183 168 NA NA 3419 896 880 NA NA 3481 980 1082 NA NA
1465077600.0 10.0 NA 159 183 0 NA NA 217 225 0 NA NA 2140 3136 889 NA NA 2219 3239 910 NA
1465077600.0 1000.0 NA 177 90 0 38 NA 241 134 0 65 NA 4724 790 699 243 NA 4835 860 782 283
1465077600.0 1001.0 NA 167 39 0 NA NA 218 63 0 NA NA 4160 92 86 NA NA 4785 141 256 NA
1465077600.0 1002.0 NA 168 54 NA NA NA 222 83 NA NA NA 4274 291 NA NA NA 4370 323 NA NA
1465077600.0 1003.0 NA 168 0 NA NA NA 233 0 NA NA NA 7305 771 NA NA NA 7513 826 NA NA
1465077600.0 101.0 88 NA NA NA NA 123 NA NA NA NA 1056 NA NA NA NA 1151 NA NA NA NA
1465077600.0 102.0 90 NA NA NA NA 124 NA NA NA NA 834 NA NA NA NA 915 NA NA NA NA
1465077600.0 103.0 50 151 172 NA NA 86 202 220 NA NA 1219 737 805 NA NA 1266 794 857 NA NA
1465077600.0 105.0 51 155 40 NA NA 88 201 64 NA NA 2720 936 81 NA NA 2837 1122 110 NA NA
1465077600.0 106.0 46 0 0 NA NA 78 0 0 NA NA 842 670 574 NA NA 870 738 614 NA NA
1465077600.0 107.0 52 152 171 NA NA 89 203 222 NA NA 5300 985 1176 NA NA 5397 1071 1253 NA NA
1465077600.0 108.0 52 153 173 NA NA 88 204 222 NA NA 5996 965 1157 NA NA 6132 1016 1203 NA NA
1465077600.0 109.0 52 157 172 NA NA 87 203 222 NA NA 4005 1121 1266 NA NA 4094 1217 1604 NA NA
1465077600.0 11.0 NA 158 181 0 54 NA 210 229 0 75 NA 2683 3532 1571 131 NA 2878 3658 1610 205
1465077600.0 110.0 49 151 170 NA NA 82 200 218 NA NA 1388 911 1001 NA NA 1467 1047 1147 NA NA
1465077600.0 1102.0 NA 163 177 107 62 NA 218 227 153 97 NA 5092 7604 4304 374 NA 5264 7860 4403 409
1465077600.0 111.0 52 152 176 NA NA 88 203 221 NA NA 2908 846 1049 NA NA 2979 977 1134 NA NA
1465077600.0 112.0 53 152 175 NA NA 90 204 222 NA NA 6508 958 1132 NA NA 6661 1101 1274 NA NA
1465077600.0 113.0 52 155 175 NA NA 90 204 222 NA NA 5477 1024 1277 NA NA 5642 1128 1361 NA NA
1465077600.0 114.0 53 151 170 NA NA 89 204 221 NA NA 4977 964 1191 NA NA 5040 1077 1255 NA NA
1465077600.0 115.0 55 157 177 NA NA 91 205 222 NA NA 7318 983 1285 NA NA 7628 1103 1373 NA NA
1465077600.0 116.0 54 152 177 NA NA 91 205 223 NA NA 6116 1047 1207 NA NA 6213 1148 1274 NA NA
1465077600.0 117.0 54 164 184 NA NA 91 206 224 NA NA 5718 544 799 NA NA 5806 585 830 NA NA
1465077600.0 118.0 57 154 174 NA NA 91 205 223 NA NA 6590 1064 1415 NA NA 6905 1143 1487 NA NA
1465077600.0 119.0 52 153 176 NA NA 88 203 222 NA NA 5249 975 1159 NA NA 5305 1050 1225 NA NA
1465077600.0 12.0 NA 165 179 0 NA NA 216 224 0 NA NA 2115 3309 964 NA NA 2185 3515 992 NA
1465077600.0 120.0 47 150 168 NA NA 76 200 218 NA NA 883 974 994 NA NA 922 1048 1052 NA NA
1465077600.0 1200.0 82 189 0 NA NA 121 231 0 NA NA 367 1413 179 NA NA 398 1502 222 NA NA
1465077600.0 1201.0 218 NA NA NA NA 275 NA NA NA NA 1123 NA NA NA NA 1282 NA NA NA NA
1465077600.0 121.0 54 154 176 NA NA 91 206 224 NA NA 5624 665 800 NA NA 5938 722 861 NA NA
1465077600.0 122.0 52 152 178 NA NA 88 202 221 NA NA 2034 851 864 NA NA 2070 982 940 NA NA
1465077600.0 123.1 215 NA NA NA NA 273 NA NA NA NA 1011 NA NA NA NA 1162 NA NA NA NA
1465077600.0 123.2 213 NA NA NA NA 276 NA NA NA NA 2059 NA NA NA NA 2171 NA NA NA NA
1465077600.0 123.3 200 NA NA NA NA 259 NA NA NA NA 767 NA NA NA NA 897 NA NA NA NA
1465077600.0 124.1 212 NA NA NA NA 267 NA NA NA NA 784 NA NA NA NA 874 NA NA NA NA
1465077600.0 124.2 215 NA NA NA NA 272 NA NA NA NA 941 NA NA NA NA 1068 NA NA NA NA
1465077600.0 124.4 207 NA NA NA NA 267 NA NA NA NA 783 NA NA NA NA 878 NA NA NA NA
1465077600.0 124.5 207 NA NA NA NA 267 NA NA NA NA 830 NA NA NA NA 960 NA NA NA NA
1465077600.0 124.6 199 NA NA NA NA 260 NA NA NA NA 769 NA NA NA NA 851 NA NA NA NA
1465077600.0 125.0 55 152 175 NA NA 91 204 223 NA NA 5756 975 1188 NA NA 5963 1046 1321 NA NA
1465077600.0 126.0 47 154 172 NA NA 82 201 219 NA NA 1878 961 1074 NA NA 1938 1105 1388 NA NA
1465077600.0 127.0 47 148 172 NA NA 77 200 218 NA NA 1489 996 1073 NA NA 1557 1078 1224 NA NA
1465077600.0 128.0 48 149 167 NA NA 76 200 218 NA NA 841 989 1031 NA NA 874 1070 1094 NA NA
1465077600.0 129.0 48 149 167 NA NA 76 200 218 NA NA 862 990 965 NA NA 898 1082 1036 NA NA
1465077600.0 13.0 NA 162 176 0 NA NA 219 228 0 NA NA 3652 5494 936 NA NA 3942 5543 970 NA
1465077600.0 130.0 48 151 169 NA NA 77 200 218 NA NA 972 1023 940 NA NA 1008 1077 1030 NA NA
1465077600.0 1301.0 58 143 123 NA NA 95 190 174 NA NA 2827 874 875 NA NA 3000 1163 1030 NA NA
1465077600.0 1302.0 64 153 134 NA NA 101 192 179 NA NA 6234 543 598 NA NA 6385 627 706 NA NA
1465077600.0 1303.0 66 153 139 NA NA 104 193 179 NA NA 19667 841 986 NA NA 20767 980 1083 NA NA
1465077600.0 1306.0 NA 155 178 0 NA NA 212 225 0 NA NA 851 987 1233 NA NA 1035 1156 1267 NA
1465077600.0 1307.0 52 0 0 0 0 83 0 0 0 0 942 762 524 241 631 1075 915 692 265 705
1465077600.0 1308.0 NA 147 114 40 0 NA 199 155 63 0 NA 876 763 281 632 NA 1061 999 301 648
1465077600.0 1309.0 NA 160 185 0 NA NA 220 234 0 NA NA 1345 1686 1388 NA NA 1559 1862 1430 NA
1465077600.0 131.0 47 153 170 NA NA 78 201 219 NA NA 1964 886 975 NA NA 2017 970 1021 NA NA
