Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1465333200.0 1.0 52 146 120 NA NA 87 182 167 NA NA 1798 491 445 NA NA 1887 642 584 NA NA
1465333200.0 10.0 NA 157 173 0 NA NA 216 224 0 NA NA 2379 3376 963 NA NA 2648 3574 998 NA
1465333200.0 1000.0 NA 175 88 0 37 NA 241 134 0 64 NA 2641 400 432 114 NA 2732 460 465 173
1465333200.0 1001.0 NA 168 35 0 NA NA 217 62 0 NA NA 2413 54 56 NA NA 2761 106 86 NA
1465333200.0 1002.0 NA 168 58 NA NA NA 221 82 NA NA NA 2570 182 NA NA NA 2667 236 NA NA
1465333200.0 1003.0 NA 169 0 NA NA NA 233 0 NA NA NA 3980 449 NA NA NA 4159 481 NA NA
1465333200.0 101.0 87 NA NA NA NA 125 NA NA NA NA 889 NA NA NA NA 957 NA NA NA NA
1465333200.0 102.0 89 NA NA NA NA 124 NA NA NA NA 747 NA NA NA NA 821 NA NA NA NA
1465333200.0 103.0 50 153 173 NA NA 86 202 220 NA NA 810 422 428 NA NA 869 502 499 NA NA
1465333200.0 105.0 52 155 37 NA NA 88 201 64 NA NA 1730 505 34 NA NA 1830 600 48 NA NA
1465333200.0 106.0 46 0 0 NA NA 78 0 0 NA NA 547 415 294 NA NA 601 567 336 NA NA
1465333200.0 107.0 51 153 174 NA NA 89 203 222 NA NA 3409 534 626 NA NA 3493 621 703 NA NA
1465333200.0 108.0 51 154 175 NA NA 88 204 222 NA NA 4273 552 663 NA NA 4351 739 715 NA NA
1465333200.0 109.0 52 153 173 NA NA 87 203 222 NA NA 2588 589 659 NA NA 2670 667 713 NA NA
1465333200.0 11.0 NA 150 183 0 48 NA 210 229 0 75 NA 1403 1879 1043 55 NA 1510 1962 1106 96
1465333200.0 110.0 48 154 171 NA NA 82 200 218 NA NA 765 530 531 NA NA 804 633 606 NA NA
1465333200.0 1102.0 NA 159 181 105 61 NA 216 227 154 97 NA 5488 7522 4536 333 NA 5679 8028 4695 353
1465333200.0 111.0 51 154 175 NA NA 87 202 220 NA NA 2004 528 585 NA NA 2139 621 848 NA NA
1465333200.0 112.0 52 156 172 NA NA 89 204 222 NA NA 2989 530 616 NA NA 3128 660 684 NA NA
1465333200.0 113.0 53 153 172 NA NA 90 204 222 NA NA 3080 523 618 NA NA 3245 599 676 NA NA
1465333200.0 114.0 53 154 173 NA NA 89 204 221 NA NA 2992 528 620 NA NA 3084 588 679 NA NA
1465333200.0 115.0 54 155 174 NA NA 91 204 222 NA NA 3854 553 653 NA NA 3962 636 707 NA NA
1465333200.0 116.0 53 153 177 NA NA 91 205 222 NA NA 3825 531 671 NA NA 3935 633 708 NA NA
1465333200.0 117.0 55 153 173 NA NA 90 204 223 NA NA 5883 610 909 NA NA 6001 665 963 NA NA
1465333200.0 118.0 54 156 174 NA NA 91 206 223 NA NA 4071 569 733 NA NA 4150 639 898 NA NA
1465333200.0 119.0 51 153 173 NA NA 88 203 222 NA NA 3123 522 636 NA NA 3182 619 690 NA NA
1465333200.0 12.0 NA 165 174 0 NA NA 216 224 0 NA NA 2117 3237 953 NA NA 2253 3323 982 NA
1465333200.0 120.0 47 152 171 NA NA 76 200 218 NA NA 576 492 543 NA NA 600 558 608 NA NA
1465333200.0 1200.0 77 187 0 NA NA 121 231 0 NA NA 224 797 133 NA NA 276 897 174 NA NA
1465333200.0 1201.0 215 NA NA NA NA 275 NA NA NA NA 959 NA NA NA NA 1068 NA NA NA NA
1465333200.0 121.0 54 158 174 NA NA 91 206 224 NA NA 5072 589 736 NA NA 5156 670 798 NA NA
1465333200.0 122.0 51 153 173 NA NA 87 201 220 NA NA 1386 463 529 NA NA 1458 523 601 NA NA
1465333200.0 123.1 212 NA NA NA NA 273 NA NA NA NA 859 NA NA NA NA 971 NA NA NA NA
1465333200.0 123.2 219 NA NA NA NA 276 NA NA NA NA 1104 NA NA NA NA 1169 NA NA NA NA
1465333200.0 123.3 204 NA NA NA NA 259 NA NA NA NA 660 NA NA NA NA 730 NA NA NA NA
1465333200.0 124.1 212 NA NA NA NA 267 NA NA NA NA 646 NA NA NA NA 702 NA NA NA NA
1465333200.0 124.2 212 NA NA NA NA 272 NA NA NA NA 783 NA NA NA NA 911 NA NA NA NA
1465333200.0 124.4 210 NA NA NA NA 267 NA NA NA NA 665 NA NA NA NA 719 NA NA NA NA
1465333200.0 124.5 208 NA NA NA NA 267 NA NA NA NA 732 NA NA NA NA 854 NA NA NA NA
1465333200.0 124.6 200 NA NA NA NA 260 NA NA NA NA 689 NA NA NA NA 807 NA NA NA NA
1465333200.0 125.0 53 155 175 NA NA 91 204 222 NA NA 3440 528 637 NA NA 3607 595 716 NA NA
1465333200.0 126.0 48 154 175 NA NA 81 200 218 NA NA 1243 566 592 NA NA 1397 757 773 NA NA
1465333200.0 127.0 46 151 170 NA NA 76 199 217 NA NA 952 553 575 NA NA 1165 612 622 NA NA
1465333200.0 128.0 49 150 170 NA NA 76 200 218 NA NA 522 511 518 NA NA 577 586 579 NA NA
1465333200.0 129.0 46 148 170 NA NA 76 200 218 NA NA 548 492 554 NA NA 576 548 607 NA NA
1465333200.0 13.0 NA 161 177 0 NA NA 219 228 0 NA NA 3667 5403 953 NA NA 3767 5509 981 NA
1465333200.0 130.0 47 151 170 NA NA 77 200 218 NA NA 632 505 525 NA NA 666 567 584 NA NA
1465333200.0 1301.0 59 142 128 NA NA 94 189 173 NA NA 1455 468 447 NA NA 1632 651 823 NA NA
1465333200.0 1302.0 63 154 132 NA NA 100 191 178 NA NA 6386 597 702 NA NA 6739 740 806 NA NA
1465333200.0 1303.0 65 150 129 NA NA 105 193 179 NA NA 33620 1453 1722 NA NA 34870 2872 2254 NA NA
1465333200.0 1306.0 NA 154 176 0 NA NA 211 224 0 NA NA 524 590 952 NA NA 693 689 994 NA
1465333200.0 1307.0 54 0 0 0 0 82 0 0 0 0 614 393 278 92 418 811 522 645 150 437
1465333200.0 1308.0 NA 147 115 37 0 NA 199 155 63 0 NA 441 365 85 449 NA 546 461 103 517
1465333200.0 1309.0 NA 162 183 0 NA NA 219 233 0 NA NA 766 958 960 NA NA 862 1092 988 NA
1465333200.0 131.0 49 150 170 NA NA 83 201 219 NA NA 1336 514 540 NA NA 1414 613 586 NA NA
1465333200.0 1311.0 NA 151 190 0 46 NA 212 235 0 74 NA 572 743 1133 58 NA 712 912 1205 229
1465333200.0 1313.0 NA 163 183 0 NA NA 219 233 0 NA NA 812 1207 971 NA NA 974 1383 1014 NA
1465333200.0 1314.0 NA 157 182 0 NA NA 216 229 0 NA NA 585 657 918 NA NA 733 807 963 NA
1465333200.0 1315.0 NA 155 180 0 NA NA 211 225 0 NA NA 533 589 931 NA NA 793 782 1023 NA
1465333200.0 1316.0 NA 157 181 0 NA NA 214 227 0 NA NA 586 634 864 NA NA 722 727 922 NA
1465333200.0 1317.0 NA 156 178 0 NA NA 212 225 0 NA NA 538 617 937 NA NA 664 804 982 NA
1465333200.0 1318.0 NA 155 179 0 NA NA 212 225 0 NA NA 548 584 925 NA NA 743 744 1073 NA
1465333200.0 1319.0 NA 155 177 0 NA NA 211 225 0 NA NA 544 586 914 NA NA 792 827 933 NA
1465333200.0 132.0 53 155 176 NA NA 89 207 225 NA NA 3824 550 685 NA NA 3942 613 770 NA NA
1465333200.0 1320.0 NA 159 178 0 NA NA 212 225 0 NA NA 534 623 961 NA NA 679 805 1002 NA
1465333200.0 1322.0 NA 157 180 0 NA NA 248 231 0 NA NA 2058 747 863 NA NA 2494 871 897 NA
1465333200.0 1324.0 NA 158 180 0 NA NA 216 229 0 NA NA 656 791 949 NA NA 1075 1035 1063 NA
1465333200.0 1325.0 NA 161 184 0 53 NA 218 231 0 80 NA 673 873 995 168 NA 813 1168 1051 254
1465333200.0 1326.0 NA 155 182 0 NA NA 215 228 0 NA NA 580 660 913 NA NA 736 737 932 NA
1465333200.0 1327.0 NA 160 182 0 NA NA 216 228 0 NA NA 608 678 922 NA NA 739 809 939 NA
1465333200.0 1328.0 NA 157 182 0 NA NA 214 229 0 NA NA 627 739 952 NA NA 739 826 997 NA
1465333200.0 1329.0 NA 157 186 0 52 NA 217 229 0 78 NA 600 715 951 76 NA 760 1054 1060 250
1465333200.0 133.0 56 156 177 NA NA 92 207 225 NA NA 6530 606 829 NA NA 6618 701 887 NA NA
1465333200.0 1330.0 NA 158 181 0 NA NA 215 228 0 NA NA 618 786 953 NA NA 754 1072 984 NA
1465333200.0 1331.0 NA 156 180 0 NA NA 215 228 0 NA NA 578 640 898 NA NA 731 776 939 NA
1465333200.0 1332.0 60 161 182 0 NA 98 210 232 0 NA 3699 568 708 884 NA 3817 694 1022 901 NA
1465333200.0 1333.0 NA 159 184 0 NA NA 215 227 0 NA NA 556 632 912 NA NA 690 747 929 NA
1465333200.0 1334.0 61 157 182 0 NA 98 207 229 0 NA 4602 586 742 964 NA 4979 684 836 998 NA
1465333200.0 1336.0 NA 161 183 0 NA NA 217 230 0 NA NA 797 939 975 NA NA 992 1033 1010 NA
1465333200.0 1338.0 NA 161 182 0 NA NA 217 231 0 NA NA 686 814 953 NA NA 1123 957 991 NA
1465333200.0 1339.0 NA 161 184 0 NA NA 219 232 0 NA NA 794 1039 945 NA NA 934 1153 971 NA
1465333200.0 134.0 NA 172 30 0 NA NA 223 58 0 NA NA 2897 53 50 NA NA 4001 124 85 NA
1465333200.0 1340.0 59 158 191 0 NA 94 203 227 0 NA 1284 442 490 932 NA 1382 603 555 977 NA
1465333200.0 1341.0 NA 161 187 0 NA NA 217 233 0 NA NA 789 979 980 NA NA 919 1122 1058 NA
1465333200.0 1343.0 59 159 182 0 NA 96 206 230 0 NA 3197 559 747 886 NA 3280 658 848 924 NA
1465333200.0 1344.0 64 158 182 0 NA 102 208 230 0 NA 11016 575 665 885 NA 11457 692 809 919 NA
1465333200.0 1345.0 63 161 186 0 NA 99 208 230 0 NA 5464 576 723 885 NA 5608 710 830 927 NA
1465333200.0 1348.0 62 161 182 0 NA 97 207 229 0 NA 3440 584 796 1001 NA 3752 743 911 1063 NA
1465333200.0 135.1 0 NA NA NA NA 0 NA NA NA NA 442 NA NA NA NA 911 NA NA NA NA
1465333200.0 135.2 0 NA NA NA NA 0 NA NA NA NA 413 NA NA NA NA 554 NA NA NA NA
1465333200.0 135.3 0 NA NA NA NA 0 NA NA NA NA 410 NA NA NA NA 533 NA NA NA NA
1465333200.0 135.4 0 NA NA NA NA 0 NA NA NA NA 443 NA NA NA NA 926 NA NA NA NA
1465333200.0 135.5 0 NA NA NA NA 0 NA NA NA NA 418 NA NA NA NA 536 NA NA NA NA
1465333200.0 135.6 0 NA NA NA NA 0 NA NA NA NA 415 NA NA NA NA 623 NA NA NA NA
1465333200.0 135.7 0 NA NA NA NA 0 NA NA NA NA 430 NA NA NA NA 569 NA NA NA NA
1465333200.0 135.8 132 NA NA NA NA 173 NA NA NA NA 416 NA NA NA NA 546 NA NA NA NA
1465333200.0 1351.0 60 156 180 0 NA 95 202 226 0 NA 908 425 480 924 NA 1083 532 603 958 NA
1465333200.0 1352.0 59 158 183 0 NA 97 206 230 0 NA 3006 525 649 894 NA 3190 614 743 943 NA
