Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1465765200.0 1.0 85 79 140 NA NA NA NA NA 142 144 188 NA NA NA NA NA 2346 393 362 NA NA NA NA NA 1095 309 350 NA NA NA NA NA
1465765200.0 10.0 NA 101 355 0 NA NA NA NA NA 162 420 0 NA NA NA NA NA 2221 2734 503 NA NA NA NA NA 846 1252 517 NA NA NA NA
1465765200.0 1000.0 NA 325 109 0 38 NA NA NA NA 395 167 0 80 NA NA NA NA 2935 521 373 154 NA NA NA NA 1612 4532 408 272 NA NA NA
1465765200.0 1001.0 NA 298 200 0 0 0 0 0 NA 358 235 0 0 0 0 0 NA 4100 805 10 42 931 156 1137 NA 1890 703 20 53 934 168 1214
1465765200.0 1002.0 NA 324 68 NA NA NA NA NA NA 396 104 NA NA NA NA NA NA 2674 169 NA NA NA NA NA NA 1369 176 NA NA NA NA NA
1465765200.0 10021.0 NA 99 161 0 NA NA NA NA NA 181 216 0 NA NA NA NA NA 762 827 253 NA NA NA NA NA 1068 692 283 NA NA NA NA
1465765200.0 10023.0 NA 110 171 0 NA NA NA NA NA 181 216 0 NA NA NA NA NA 732 574 261 NA NA NA NA NA 675 865 322 NA NA NA NA
1465765200.0 10024.0 NA 111 182 0 NA NA NA NA NA 181 230 0 NA NA NA NA NA 836 836 292 NA NA NA NA NA 751 780 318 NA NA NA NA
1465765200.0 10025.0 NA 112 166 0 NA NA NA NA NA 181 218 0 NA NA NA NA NA 720 600 261 NA NA NA NA NA 657 631 272 NA NA NA NA
1465765200.0 10026.0 NA 109 176 0 NA NA NA NA NA 181 230 0 NA NA NA NA NA 826 882 288 NA NA NA NA NA 3754 817 344 NA NA NA NA
1465765200.0 1003.0 NA 267 0 NA NA NA NA NA NA 338 0 NA NA NA NA NA NA 3717 273 NA NA NA NA NA NA 1685 295 NA NA NA NA NA
1465765200.0 1004.0 NA 345 135 0 0 0 0 NA NA 416 170 0 0 0 0 NA NA 825 157 6 31 444 402 NA NA 937 186 10 45 470 414 NA
1465765200.0 101.0 101 NA NA NA NA NA NA NA 163 NA NA NA NA NA NA NA 611 NA NA NA NA NA NA NA 680 NA NA NA NA NA NA NA
1465765200.0 102.0 99 NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA 598 NA NA NA NA NA NA NA 673 NA NA NA NA NA NA NA
1465765200.0 10224.0 NA 201 356 0 NA NA NA NA NA 277 448 0 NA NA NA NA NA 3140 3965 314 NA NA NA NA NA 5921 4603 326 NA NA NA NA
1465765200.0 10225.0 NA 196 363 0 NA NA NA NA NA 260 450 0 NA NA NA NA NA 3287 3182 280 NA NA NA NA NA 4174 4898 294 NA NA NA NA
1465765200.0 103.0 51 84 330 NA NA NA NA NA 100 152 397 NA NA NA NA NA 1910 264 933 NA NA NA NA NA 1180 293 731 NA NA NA NA NA
1465765200.0 105.0 82 81 25 NA NA NA NA NA 142 152 57 NA NA NA NA NA 2424 429 3 NA NA NA NA NA 1087 321 7 NA NA NA NA NA
1465765200.0 106.0 37 0 0 NA NA NA NA NA 80 0 0 NA NA NA NA NA 445 150 358 NA NA NA NA NA 454 156 384 NA NA NA NA NA
1465765200.0 107.0 83 93 357 NA NA NA NA NA 150 152 419 NA NA NA NA NA 5299 491 847 NA NA NA NA NA 1807 341 732 NA NA NA NA NA
1465765200.0 108.0 93 87 349 NA NA NA NA NA 151 152 418 NA NA NA NA NA 11933 750 1805 NA NA NA NA NA 4036 518 1265 NA NA NA NA NA
1465765200.0 109.0 90 88 349 NA NA NA NA NA 152 152 416 NA NA NA NA NA 5899 510 863 NA NA NA NA NA 2075 431 692 NA NA NA NA NA
1465765200.0 11.0 NA 97 387 0 61 NA NA NA NA 161 448 0 95 NA NA NA NA 1866 1230 555 54 NA NA NA NA 764 851 573 40 NA NA NA
1465765200.0 110.0 67 86 337 NA NA NA NA NA 110 152 402 NA NA NA NA NA 1180 420 624 NA NA NA NA NA 626 307 640 NA NA NA NA NA
1465765200.0 1102.0 NA 101 369 122 68 NA NA NA NA 161 428 176 110 NA NA NA NA 4079 5640 5493 304 NA NA NA NA 1470 2353 2307 202 NA NA NA
1465765200.0 111.0 77 84 349 NA NA NA NA NA 143 152 407 NA NA NA NA NA 2418 363 684 NA NA NA NA NA 1058 320 801 NA NA NA NA NA
1465765200.0 112.0 84 83 341 NA NA NA NA NA 149 152 408 NA NA NA NA NA 3898 476 737 NA NA NA NA NA 1592 806 1755 NA NA NA NA NA
1465765200.0 113.0 84 88 340 NA NA NA NA NA 149 152 408 NA NA NA NA NA 4202 473 726 NA NA NA NA NA 1539 354 738 NA NA NA NA NA
1465765200.0 114.0 88 94 354 NA NA NA NA NA 153 152 419 NA NA NA NA NA 4524 469 821 NA NA NA NA NA 1646 313 738 NA NA NA NA NA
1465765200.0 115.0 88 92 353 NA NA NA NA NA 151 152 410 NA NA NA NA NA 5025 459 880 NA NA NA NA NA 1868 337 893 NA NA NA NA NA
1465765200.0 116.0 86 95 351 NA NA NA NA NA 151 152 418 NA NA NA NA NA 6465 488 999 NA NA NA NA NA 2369 341 819 NA NA NA NA NA
1465765200.0 117.0 87 94 356 NA NA NA NA NA 150 152 415 NA NA NA NA NA 10590 766 1363 NA NA NA NA NA 3330 497 1078 NA NA NA NA NA
1465765200.0 118.0 85 86 349 NA NA NA NA NA 151 152 421 NA NA NA NA NA 12430 760 1961 NA NA NA NA NA 3974 501 1399 NA NA NA NA NA
1465765200.0 119.0 85 94 345 NA NA NA NA NA 151 152 413 NA NA NA NA NA 5291 448 758 NA NA NA NA NA 1827 340 734 NA NA NA NA NA
1465765200.0 12.0 NA 98 352 0 NA NA NA NA NA 161 418 0 NA NA NA NA NA 2069 2775 474 NA NA NA NA NA 1041 2558 1325 NA NA NA NA
1465765200.0 120.0 59 77 344 NA NA NA NA NA 113 152 401 NA NA NA NA NA 1031 405 613 NA NA NA NA NA 594 295 603 NA NA NA NA NA
1465765200.0 121.0 86 94 348 NA NA NA NA NA 149 152 416 NA NA NA NA NA 6446 509 883 NA NA NA NA NA 2133 492 727 NA NA NA NA NA
1465765200.0 122.0 53 76 332 NA NA NA NA NA 100 152 401 NA NA NA NA NA 1593 427 571 NA NA NA NA NA 1124 362 698 NA NA NA NA NA
1465765200.0 123.1 312 NA NA NA NA NA NA NA 401 NA NA NA NA NA NA NA 765 NA NA NA NA NA NA NA 562 NA NA NA NA NA NA NA
1465765200.0 123.2 318 NA NA NA NA NA NA NA 409 NA NA NA NA NA NA NA 926 NA NA NA NA NA NA NA 629 NA NA NA NA NA NA NA
1465765200.0 123.3 272 NA NA NA NA NA NA NA 346 NA NA NA NA NA NA NA 545 NA NA NA NA NA NA NA 481 NA NA NA NA NA NA NA
1465765200.0 124.1 302 NA NA NA NA NA NA NA 374 NA NA NA NA NA NA NA 646 NA NA NA NA NA NA NA 574 NA NA NA NA NA NA NA
1465765200.0 124.2 317 NA NA NA NA NA NA NA 403 NA NA NA NA NA NA NA 716 NA NA NA NA NA NA NA 573 NA NA NA NA NA NA NA
1465765200.0 124.4 302 NA NA NA NA NA NA NA 373 NA NA NA NA NA NA NA 620 NA NA NA NA NA NA NA 549 NA NA NA NA NA NA NA
1465765200.0 124.5 306 NA NA NA NA NA NA NA 373 NA NA NA NA NA NA NA 624 NA NA NA NA NA NA NA 530 NA NA NA NA NA NA NA
1465765200.0 124.6 271 NA NA NA NA NA NA NA 345 NA NA NA NA NA NA NA 550 NA NA NA NA NA NA NA 492 NA NA NA NA NA NA NA
1465765200.0 125.0 91 83 346 NA NA NA NA NA 150 152 412 NA NA NA NA NA 4962 454 678 NA NA NA NA NA 1719 321 679 NA NA NA NA NA
1465765200.0 126.0 59 85 350 NA NA NA NA NA 111 152 416 NA NA NA NA NA 1796 431 634 NA NA NA NA NA 816 350 596 NA NA NA NA NA
1465765200.0 127.0 60 77 339 NA NA NA NA NA 116 152 402 NA NA NA NA NA 1949 397 617 NA NA NA NA NA 854 326 591 NA NA NA NA NA
1465765200.0 128.0 57 86 336 NA NA NA NA NA 105 152 401 NA NA NA NA NA 966 420 655 NA NA NA NA NA 572 313 657 NA NA NA NA NA
1465765200.0 129.0 65 85 335 NA NA NA NA NA 105 152 401 NA NA NA NA NA 942 391 632 NA NA NA NA NA 1425 318 742 NA NA NA NA NA
