Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1464944400.0 1.0 74 72 130 NA NA 142 144 188 NA NA 1642 301 283 NA NA 803 233 269 NA NA
1464944400.0 101.0 100 NA NA NA NA 163 NA NA NA NA 471 NA NA NA NA 501 NA NA NA NA
1464944400.0 102.0 98 NA NA NA NA 162 NA NA NA NA 471 NA NA NA NA 541 NA NA NA NA
1464944400.0 10224.0 NA 195 334 0 NA NA 275 429 0 NA NA 3238 3397 206 NA NA 4252 4762 214 NA
1464944400.0 10225.0 NA 199 346 0 NA NA 270 439 0 NA NA 4860 3012 197 NA NA 7782 4987 208 NA
1464944400.0 105.0 76 80 19 NA NA 144 152 57 NA NA 1716 336 2 NA NA 828 253 15 NA NA
1464944400.0 106.0 37 0 0 NA NA 80 0 0 NA NA 307 130 261 NA NA 316 143 299 NA NA
1464944400.0 123.1 305 NA NA NA NA 401 NA NA NA NA 564 NA NA NA NA 462 NA NA NA NA
1464944400.0 123.2 312 NA NA NA NA 406 NA NA NA NA 607 NA NA NA NA 428 NA NA NA NA
1464944400.0 123.3 271 NA NA NA NA 349 NA NA NA NA 422 NA NA NA NA 410 NA NA NA NA
1464944400.0 124.1 295 NA NA NA NA 376 NA NA NA NA 392 NA NA NA NA 378 NA NA NA NA
1464944400.0 124.2 304 NA NA NA NA 399 NA NA NA NA 491 NA NA NA NA 405 NA NA NA NA
1464944400.0 124.4 293 NA NA NA NA 373 NA NA NA NA 406 NA NA NA NA 377 NA NA NA NA
1464944400.0 124.5 294 NA NA NA NA 373 NA NA NA NA 434 NA NA NA NA 413 NA NA NA NA
1464944400.0 124.6 264 NA NA NA NA 345 NA NA NA NA 411 NA NA NA NA 405 NA NA NA NA
1464944400.0 129.0 57 76 340 NA NA 105 152 406 NA NA 767 288 428 NA NA 536 248 497 NA NA
1464944400.0 1327.0 NA 184 418 0 NA NA 252 491 0 NA NA 460 1284 894 NA NA 357 1230 913 NA
1464944400.0 1330.0 NA 186 418 0 NA NA 252 491 0 NA NA 477 1302 821 NA NA 346 1209 833 NA
1464944400.0 1332.0 NA 191 421 0 NA NA 255 493 0 NA NA 502 1470 868 NA NA 360 1372 877 NA
1464944400.0 134.807 NA 84 381 0 NA NA 146 463 0 NA NA 654 6710 320 NA NA 2383 2438 330 NA
1464944400.0 134.902 NA 182 375 0 NA NA 256 447 0 NA NA 2043 5538 314 NA NA 978 2830 322 NA
1464944400.0 134.907 NA 205 394 0 NA NA 292 469 0 NA NA 2734 6213 317 NA NA 1701 2918 324 NA
1464944400.0 134.908 NA 231 388 0 NA NA 302 468 0 NA NA 2580 6256 355 NA NA 13782 3017 364 NA
1464944400.0 1341.0 NA 196 433 0 NA NA 266 506 0 NA NA 660 1901 933 NA NA 400 1550 948 NA
1464944400.0 1343.0 NA 188 419 0 NA NA 252 491 0 NA NA 490 1417 821 NA NA 351 1286 837 NA
1464944400.0 1348.0 NA 179 415 0 NA NA 252 486 0 NA NA 433 1226 842 NA NA 323 1185 862 NA
1464944400.0 135.12 372 0 100 NA NA 477 0 161 NA NA 662 170 351 NA NA 1137 180 913 NA NA
1464944400.0 135.8 143 NA NA NA NA 227 NA NA NA NA 219 NA NA NA NA 247 NA NA NA NA
1464944400.0 1356.0 85 188 430 0 101 153 244 509 0 163 2882 445 1701 900 186 1044 336 1634 909 191
1464944400.0 1360.0 70 181 418 0 NA 127 244 491 0 NA 1986 302 1317 864 NA 2106 294 1323 873 NA
1464944400.0 1361.0 100 187 423 0 NA 163 249 496 0 NA 3785 506 1569 929 NA 2727 372 1448 937 NA
1464944400.0 1362.0 96 183 428 0 NA 159 244 497 0 NA 2795 445 1747 859 NA 2749 654 1688 874 NA
1464944400.0 1363.0 99 191 423 0 NA 162 247 494 0 NA 4228 575 1502 1159 NA 3578 397 1382 1169 NA
1464944400.0 13992501.0 NA 278 630 0 NA NA 365 731 0 NA NA 2917 5222 1073 NA NA 1695 3642 1080 NA
1464944400.0 13992502.0 NA 268 626 0 NA NA 369 728 0 NA NA 3221 4101 1175 NA NA 2207 3142 1185 NA
1464944400.0 250200.0 NA 353 505 0 NA NA 446 597 0 NA NA 12400 3812 988 NA NA 4797 2431 1005 NA
1464944400.0 250202.0 NA 368 513 0 NA NA 454 600 0 NA NA 14712 3726 946 NA NA 5059 2123 956 NA
1464944400.0 250203.0 NA 359 511 0 NA NA 445 598 0 NA NA 12423 3587 922 NA NA 5705 2324 930 NA
1464944400.0 250204.0 NA 377 499 0 NA NA 452 586 0 NA NA 13469 3141 945 NA NA 4683 2042 970 NA
1464944400.0 250205.0 NA 346 502 0 NA NA 439 587 0 NA NA 11413 3309 865 NA NA 4478 2135 877 NA
1464944400.0 250206.0 NA 351 501 0 NA NA 439 593 0 NA NA 11971 4028 1062 NA NA 4539 2572 1071 NA
1464944400.0 250207.0 NA 333 498 0 NA NA 427 591 0 NA NA 10274 3524 946 NA NA 4247 2470 955 NA
1464944400.0 250399.0 199 NA NA NA NA 302 NA NA NA NA 727 NA NA NA NA 1132 NA NA NA NA
1464944400.0 25200.0 NA 305 620 0 NA NA 398 726 0 NA NA 2787 3674 981 NA NA 1848 2336 991 NA
1464944400.0 25202.0 NA 307 657 0 NA NA 405 765 0 NA NA 3521 5147 1071 NA NA 2583 2826 1079 NA
1464944400.0 25203.0 NA 294 630 0 NA NA 370 725 0 NA NA 3924 4612 945 NA NA 2280 2738 956 NA
1464944400.0 25204.0 NA 293 629 0 NA NA 392 743 0 NA NA 3101 4009 1110 NA NA 2152 3099 1134 NA
1464944400.0 25205.0 NA 298 632 0 NA NA 386 736 0 NA NA 2470 3892 998 NA NA 2350 3029 1035 NA
1464944400.0 25206.0 NA 277 628 0 NA NA 389 730 0 NA NA 3378 5101 851 NA NA 2011 3640 871 NA
1464944400.0 25207.0 NA 260 608 0 NA NA 351 715 0 NA NA 2314 3370 896 NA NA 1798 3133 903 NA
1464944400.0 25208.0 NA 330 643 0 NA NA 414 742 0 NA NA 4453 6032 1053 NA NA 2411 3412 1062 NA
1464944400.0 25209.0 NA 299 630 0 NA NA 392 737 0 NA NA 3235 4900 960 NA NA 2086 3389 970 NA
1464944400.0 25210.0 86 231 567 0 NA 142 319 661 0 NA 2255 1128 2368 933 NA 2346 877 2118 942 NA
1464944400.0 25211.0 96 273 633 0 NA 161 367 736 0 NA 3891 2895 4018 1125 NA 3005 2301 2755 1135 NA
1464944400.0 25212.0 98 277 610 0 NA 162 386 714 0 NA 3721 2711 3564 1105 NA 3319 1934 2854 1115 NA
1464944400.0 25213.0 98 278 637 0 NA 164 376 736 0 NA 4973 2622 4405 1059 NA 3735 1491 3183 1071 NA
1464944400.0 25405.0 482 0 107 NA NA 609 0 163 NA NA 2731 286 263 NA NA 2313 427 216 NA NA
1464944400.0 25408.0 494 0 112 NA NA 629 0 164 NA NA 3780 200 381 NA NA 2662 209 389 NA NA
1464944400.0 4.22 NA 177 55 54 0 NA 248 98 109 0 NA 703 56 79 89 NA 435 65 116 107
1464944400.0 5.1 309 0 NA NA NA 402 0 NA NA NA 677 160 NA NA NA 652 167 NA NA NA
1464944400.0 5.2 269 0 NA NA NA 349 0 NA NA NA 456 130 NA NA NA 463 148 NA NA NA
1464944400.0 5.3 267 0 NA NA NA 348 0 NA NA NA 408 137 NA NA NA 433 146 NA NA NA
1464944400.0 5.7 302 0 NA NA NA 398 0 NA NA NA 471 147 NA NA NA 420 154 NA NA NA
1464944400.0 500199.0 156 NA NA NA NA 224 NA NA NA NA 1785 NA NA NA NA 1523 NA NA NA NA
1464944400.0 500206.0 NA 169 444 0 NA NA 233 526 0 NA NA 3565 2093 310 NA NA 2094 988 318 NA
1464944400.0 503.0 29 0 NA NA NA 70 0 NA NA NA 62 10 NA NA NA 105 16 NA NA NA
1464944400.0 504.0 33 0 NA NA NA 71 0 NA NA NA 41 9 NA NA NA 42 14 NA NA NA
1464944400.0 505.0 32 0 NA NA NA 70 0 NA NA NA 37 8 NA NA NA 38 14 NA NA NA
1464944400.0 506.0 32 0 NA NA NA 71 0 NA NA NA 30 13 NA NA NA 36 21 NA NA NA
1464944400.0 507.0 29 0 NA NA NA 70 0 NA NA NA 66 9 NA NA NA 108 15 NA NA NA
1464944400.0 508.0 35 0 NA NA NA 69 0 NA NA NA 21 11 NA NA NA 30 18 NA NA NA
1464944400.0 509.0 31 0 NA NA NA 69 0 NA NA NA 22 9 NA NA NA 35 18 NA NA NA
1464944400.0 510.0 37 0 NA NA NA 71 0 NA NA NA 121 10 NA NA NA 127 16 NA NA NA
1464944400.0 514.0 15 33 0 NA NA 119 72 0 NA NA 6 28 10 NA NA 557 40 16 NA NA
1464944400.0 517.0 15 37 0 NA NA 119 73 0 NA NA 6 31 9 NA NA 1682 33 19 NA NA
1464944400.0 523.0 15 32 0 NA NA 119 74 0 NA NA 6 46 8 NA NA 1114 57 13 NA NA
1464944400.0 527.0 15 32 0 NA NA 119 73 0 NA NA 6 34 8 NA NA 1503 37 13 NA NA
1464944400.0 531.0 65 0 NA NA NA 181 0 NA NA NA 29 13 NA NA NA 35 21 NA NA NA
1464944400.0 534.0 39 0 NA NA NA 181 0 NA NA NA 58 10 NA NA NA 88 17 NA NA NA
1464944400.0 541.0 39 0 NA NA NA 72 0 NA NA NA 43 9 NA NA NA 49 19 NA NA NA
1464944400.0 545.0 32 0 NA NA NA 71 0 NA NA NA 43 10 NA NA NA 52 18 NA NA NA
1464944400.0 551.0 15 35 0 NA NA 119 72 0 NA NA 7 41 9 NA NA 1348 45 25 NA NA
1464944400.0 555.0 15 32 0 NA NA 119 73 0 NA NA 7 26 10 NA NA 867 38 16 NA NA
1464944400.0 556.0 0 NA NA NA NA 0 NA NA NA NA 5 NA NA NA NA 43 NA NA NA NA
1464944400.0 560.0 33 0 NA NA NA 70 0 NA NA NA 38 9 NA NA NA 40 17 NA NA NA
1464944400.0 561.0 34 0 NA NA NA 71 0 NA NA NA 35 9 NA NA NA 51 17 NA NA NA
1464944400.0 562.0 15 32 0 NA NA 119 73 0 NA NA 7 35 10 NA NA 689 46 17 NA NA
