Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1466287200.0 10.0 NA 77 183 0 NA NA 148 245 0 NA NA 3495 3818 1211 NA NA 3603 3991 1244 NA
1466287200.0 1003.0 NA 166 0 NA NA NA 232 0 NA NA NA 5278 868 NA NA NA 5451 899 NA NA
1466287200.0 101.0 77 NA NA NA NA 136 NA NA NA NA 1212 NA NA NA NA 1258 NA NA NA NA
1466287200.0 102.0 77 NA NA NA NA 135 NA NA NA NA 907 NA NA NA NA 956 NA NA NA NA
1466287200.0 10224.0 NA 119 183 0 NA NA 182 265 0 NA NA 2866 2718 233 NA NA 17685 11893 247 NA
1466287200.0 10225.0 NA 121 185 0 NA NA 189 264 0 NA NA 2980 2651 232 NA NA 13653 11419 264 NA
1466287200.0 103.0 46 72 179 NA NA 91 145 244 NA NA 816 296 659 NA NA 834 317 705 NA NA
1466287200.0 105.0 51 71 17 NA NA 97 145 53 NA NA 2035 465 4 NA NA 2482 540 39 NA NA
1466287200.0 106.0 36 0 0 NA NA 77 0 0 NA NA 430 126 225 NA NA 500 159 255 NA NA
1466287200.0 109.0 53 78 181 NA NA 101 145 244 NA NA 9305 752 1377 NA NA 9488 830 1459 NA NA
1466287200.0 110.0 44 72 178 NA NA 89 145 244 NA NA 690 474 697 NA NA 764 508 732 NA NA
1466287200.0 114.0 52 75 179 NA NA 99 145 238 NA NA 4903 709 1109 NA NA 5043 782 1176 NA NA
1466287200.0 117.0 55 72 183 NA NA 100 145 244 NA NA 8967 752 1229 NA NA 9233 868 1279 NA NA
1466287200.0 119.0 53 79 182 NA NA 99 145 244 NA NA 5248 791 1157 NA NA 5363 875 1229 NA NA
1466287200.0 120.0 44 72 178 NA NA 88 145 244 NA NA 603 451 649 NA NA 617 481 687 NA NA
1466287200.0 123.1 163 NA NA NA NA 228 NA NA NA NA 827 NA NA NA NA 940 NA NA NA NA
1466287200.0 123.2 163 NA NA NA NA 229 NA NA NA NA 973 NA NA NA NA 1053 NA NA NA NA
1466287200.0 123.3 154 NA NA NA NA 215 NA NA NA NA 629 NA NA NA NA 692 NA NA NA NA
1466287200.0 124.1 159 NA NA NA NA 223 NA NA NA NA 647 NA NA NA NA 722 NA NA NA NA
1466287200.0 124.2 163 NA NA NA NA 229 NA NA NA NA 762 NA NA NA NA 879 NA NA NA NA
1466287200.0 124.4 159 NA NA NA NA 223 NA NA NA NA 611 NA NA NA NA 686 NA NA NA NA
1466287200.0 124.5 160 NA NA NA NA 223 NA NA NA NA 640 NA NA NA NA 718 NA NA NA NA
1466287200.0 124.6 153 NA NA NA NA 215 NA NA NA NA 639 NA NA NA NA 717 NA NA NA NA
1466287200.0 128.0 43 70 177 NA NA 83 145 235 NA NA 563 457 623 NA NA 577 475 748 NA NA
1466287200.0 129.0 43 70 178 NA NA 84 145 235 NA NA 576 446 628 NA NA 592 471 668 NA NA
1466287200.0 130.0 44 69 177 NA NA 84 145 235 NA NA 673 439 678 NA NA 700 455 726 NA NA
1466287200.0 1302.0 61 140 164 NA NA 109 200 222 NA NA 10668 1136 1497 NA NA 10918 1233 1615 NA NA
1466287200.0 1303.0 65 140 162 NA NA 110 200 231 NA NA 16554 960 2427 NA NA 16848 1009 2503 NA NA
1466287200.0 1309.0 NA 159 228 0 NA NA 219 302 0 NA NA 1156 2438 3443 NA NA 1261 2653 3540 NA
1466287200.0 1310.0 NA 166 219 0 NA NA 218 302 0 NA NA 843 1665 2344 NA NA 1294 7706 2417 NA
1466287200.0 1312.0 NA 154 226 0 NA NA 218 303 0 NA NA 1150 2417 3482 NA NA 1253 2674 3549 NA
1466287200.0 1313.0 NA 160 234 0 NA NA 222 303 0 NA NA 1068 3482 3509 NA NA 1152 3715 3600 NA
1466287200.0 1314.0 NA 156 234 0 NA NA 220 303 0 NA NA 1149 2159 3263 NA NA 1242 2316 3335 NA
1466287200.0 1315.0 NA 151 226 0 NA NA 211 302 0 NA NA 1007 1986 3064 NA NA 1076 2169 3168 NA
1466287200.0 1317.0 NA 152 221 0 NA NA 211 302 0 NA NA 1012 2002 2971 NA NA 1078 2182 3049 NA
1466287200.0 1318.0 NA 149 221 0 NA NA 211 302 0 NA NA 991 1997 2958 NA NA 1092 2165 3083 NA
1466287200.0 1319.0 NA 150 225 0 NA NA 211 302 0 NA NA 999 1983 3031 NA NA 1097 2135 3195 NA
1466287200.0 132.0 50 73 179 NA NA 95 145 244 NA NA 4025 673 1069 NA NA 4128 706 1137 NA NA
1466287200.0 1320.0 NA 151 225 0 NA NA 211 302 0 NA NA 1036 2036 3187 NA NA 1102 2208 3254 NA
1466287200.0 1321.0 NA 151 224 0 NA NA 211 302 0 NA NA 1025 2088 2853 NA NA 1135 2245 2939 NA
1466287200.0 1323.0 NA 148 225 0 NA NA 211 302 0 NA NA 946 1768 3367 NA NA 990 1867 3534 NA
1466287200.0 1324.0 NA 154 231 0 NA NA 219 303 0 NA NA 1192 2395 3477 NA NA 1295 2571 3713 NA
1466287200.0 1325.0 NA 160 232 0 65 NA 219 303 0 105 NA 1176 2505 3426 269 NA 1252 2724 3500 316
1466287200.0 1326.0 NA 156 225 0 NA NA 216 302 0 NA NA 1063 2084 3103 NA NA 1144 2258 3205 NA
1466287200.0 1328.0 NA 154 228 0 NA NA 217 302 0 NA NA 1154 2242 2970 NA NA 1214 2414 3092 NA
1466287200.0 1329.0 NA 153 231 0 NA NA 217 303 0 NA NA 1066 2122 3487 NA NA 1131 2265 3582 NA
