Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1465592400.0 1.0 58 83 151 NA NA NA NA NA 107 155 197 NA NA NA NA NA 3356 774 695 NA NA NA NA NA 3369 870 913 NA NA NA NA NA
1465592400.0 10.0 NA 90 224 0 NA NA NA NA NA 163 278 0 NA NA NA NA NA 5032 4574 1352 NA NA NA NA NA 5192 4752 1472 NA NA NA NA
1465592400.0 1000.0 NA 232 138 0 47 NA NA NA NA 299 185 0 86 NA NA NA NA 4443 900 1197 182 NA NA NA NA 4655 974 1225 320 NA NA NA
1465592400.0 1001.0 NA 206 183 0 0 0 0 0 NA 264 226 0 0 0 0 0 NA 4018 710 12 96 1102 60 1101 NA 4238 755 15 101 1112 170 1209
1465592400.0 1002.0 NA 234 79 NA NA NA NA NA NA 298 106 NA NA NA NA NA NA 4410 257 NA NA NA NA NA NA 4731 260 NA NA NA NA NA
1465592400.0 10021.0 NA 108 NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA 928 NA NA NA NA NA NA NA 1133 NA NA NA NA NA NA
1465592400.0 10023.0 NA 107 NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA 830 NA NA NA NA NA NA NA 925 NA NA NA NA NA NA
1465592400.0 10024.0 NA 113 NA NA NA NA NA NA NA 195 NA NA NA NA NA NA NA 973 NA NA NA NA NA NA NA 1222 NA NA NA NA NA NA
1465592400.0 10024.1 NA 114 167 0 NA NA NA NA NA 195 224 0 NA NA NA NA NA 1000 1036 723 NA NA NA NA NA 1208 1118 728 NA NA NA NA
1465592400.0 10024.2 NA 114 NA NA NA NA NA NA NA 195 NA NA NA NA NA NA NA 965 NA NA NA NA NA NA NA 1105 NA NA NA NA NA NA
1465592400.0 10024.3 NA 115 162 0 NA NA NA NA NA 195 220 0 NA NA NA NA NA 1020 1039 680 NA NA NA NA NA 1119 1135 685 NA NA NA NA
1465592400.0 10024.4 NA 112 NA NA NA NA NA NA NA 195 NA NA NA NA NA NA NA 919 NA NA NA NA NA NA NA 1237 NA NA NA NA NA NA
1465592400.0 10024.5 NA 113 154 0 NA NA NA NA NA 195 219 0 NA NA NA NA NA 950 927 584 NA NA NA NA NA 1150 1063 590 NA NA NA NA
1465592400.0 10025.0 NA 107 NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA 888 NA NA NA NA NA NA NA 1025 NA NA NA NA NA NA
1465592400.0 10026.0 NA 112 NA NA NA NA NA NA NA 195 NA NA NA NA NA NA NA 924 NA NA NA NA NA NA NA 1052 NA NA NA NA NA NA
1465592400.0 1003.0 NA 197 0 NA NA NA NA NA NA 268 0 NA NA NA NA NA NA 6219 885 NA NA NA NA NA NA 6538 913 NA NA NA NA NA
1465592400.0 1004.0 NA 197 144 0 0 0 0 NA NA 257 186 0 0 0 0 NA NA 1264 333 10 105 955 984 NA NA 1471 459 13 226 1063 996 NA
1465592400.0 101.0 94 NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA 1416 NA NA NA NA NA NA NA 1607 NA NA NA NA NA NA NA
1465592400.0 102.0 95 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 1153 NA NA NA NA NA NA NA 1296 NA NA NA NA NA NA NA
1465592400.0 10224.0 NA 146 NA NA NA NA NA NA NA 215 NA NA NA NA NA NA NA 4869 NA NA NA NA NA NA NA 8882 NA NA NA NA NA NA
1465592400.0 10225.0 NA 143 NA NA NA NA NA NA NA 211 NA NA NA NA NA NA NA 5262 NA NA NA NA NA NA NA 13698 NA NA NA NA NA NA
1465592400.0 103.0 44 0 0 NA NA NA NA NA 83 0 0 NA NA NA NA NA 757 204 223 NA NA NA NA NA 1377 321 652 NA NA NA NA NA
1465592400.0 105.0 59 87 36 NA NA NA NA NA 106 156 58 NA NA NA NA NA 3342 761 4 NA NA NA NA NA 3356 814 7 NA NA NA NA NA
1465592400.0 106.0 45 0 0 NA NA NA NA NA 83 0 0 NA NA NA NA NA 725 201 239 NA NA NA NA NA 1271 318 620 NA NA NA NA NA
1465592400.0 107.0 57 88 220 NA NA NA NA NA 111 156 269 NA NA NA NA NA 6230 860 1113 NA NA NA NA NA 6242 1050 1331 NA NA NA NA NA
1465592400.0 108.0 60 99 225 NA NA NA NA NA 112 157 271 NA NA NA NA NA 9565 932 1390 NA NA NA NA NA 9710 1144 1667 NA NA NA NA NA
1465592400.0 10821.0 100 NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA 8066 NA NA NA NA NA NA NA 8214 NA NA NA NA NA NA NA
1465592400.0 10824.0 110 NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA 25800 NA NA NA NA NA NA NA 25855 NA NA NA NA NA NA NA
