Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1464987600.0 1.0 59 99 161 NA NA NA NA NA 110 154 197 NA NA NA NA NA 16679 3890 3492 NA NA NA NA NA 16695 3976 3712 NA NA NA NA NA
1464987600.0 10.0 NA 93 222 0 NA NA NA NA NA 163 277 0 NA NA NA NA NA 25029 19544 6785 NA NA NA NA NA 25093 19750 6809 NA NA NA NA
1464987600.0 1000.0 NA 234 134 0 59 NA NA NA NA 298 186 0 86 NA NA NA NA 26760 4424 5546 900 NA NA NA NA 27113 4584 5567 1023 NA NA NA
1464987600.0 1001.0 NA 208 181 0 0 0 0 0 NA 264 227 0 0 0 0 0 NA 24609 3446 48 518 5382 271 5489 NA 25057 3476 224 528 5391 401 5499
1464987600.0 1002.0 NA 236 71 NA NA NA NA NA NA 298 106 NA NA NA NA NA NA 26342 1602 NA NA NA NA NA NA 26669 1607 NA NA NA NA NA
1464987600.0 10021.0 NA 108 NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA 7802 NA NA NA NA NA NA NA 7989 NA NA NA NA NA NA
1464987600.0 10023.0 NA 109 NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA 7419 NA NA NA NA NA NA NA 7640 NA NA NA NA NA NA
1464987600.0 10024.0 NA 115 NA NA NA NA NA NA NA 195 NA NA NA NA NA NA NA 8027 NA NA NA NA NA NA NA 8247 NA NA NA NA NA NA
1464987600.0 10025.0 NA 111 NA NA NA NA NA NA NA 195 NA NA NA NA NA NA NA 7405 NA NA NA NA NA NA NA 7659 NA NA NA NA NA NA
1464987600.0 10026.0 NA 116 NA NA NA NA NA NA NA 195 NA NA NA NA NA NA NA 8363 NA NA NA NA NA NA NA 8645 NA NA NA NA NA NA
1464987600.0 1003.0 NA 198 0 NA NA NA NA NA NA 268 0 NA NA NA NA NA NA 34876 4639 NA NA NA NA NA NA 35070 4659 NA NA NA NA NA
1464987600.0 1004.0 NA 198 140 0 0 0 0 NA NA 257 186 0 0 0 0 NA NA 6024 1823 40 551 5687 7725 NA NA 6101 1846 42 559 5718 7856 NA
1464987600.0 101.0 92 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 10141 NA NA NA NA NA NA NA 10324 NA NA NA NA NA NA NA
1464987600.0 102.0 92 NA NA NA NA NA NA NA 151 NA NA NA NA NA NA NA 9155 NA NA NA NA NA NA NA 9293 NA NA NA NA NA NA NA
1464987600.0 103.0 44 0 0 NA NA NA NA NA 82 0 0 NA NA NA NA NA 3194 1016 1704 NA NA NA NA NA 3301 1035 1836 NA NA NA NA NA
1464987600.0 105.0 58 86 36 NA NA NA NA NA 108 158 58 NA NA NA NA NA 16343 4385 17 NA NA NA NA NA 16453 4573 114 NA NA NA NA NA
1464987600.0 106.0 44 0 0 NA NA NA NA NA 83 0 0 NA NA NA NA NA 3453 1043 1620 NA NA NA NA NA 3560 1193 1706 NA NA NA NA NA
1464987600.0 107.0 58 88 223 NA NA NA NA NA 110 158 268 NA NA NA NA NA 27160 4519 4901 NA NA NA NA NA 27175 4602 5146 NA NA NA NA NA
1464987600.0 108.0 60 98 222 NA NA NA NA NA 110 158 270 NA NA NA NA NA 43129 4572 6386 NA NA NA NA NA 43242 4662 6649 NA NA NA NA NA
1464987600.0 10821.0 100 NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA 42023 NA NA NA NA NA NA NA 42106 NA NA NA NA NA NA NA
1464987600.0 109.0 61 89 224 NA NA NA NA NA 114 158 271 NA NA NA NA NA 40113 4764 6132 NA NA NA NA NA 40132 4812 6229 NA NA NA NA NA
1464987600.0 11.0 NA 95 230 0 76 NA NA NA NA 163 284 0 99 NA NA NA NA 20042 8912 6712 485 NA NA NA NA 20189 9055 6829 591 NA NA NA
1464987600.0 110.0 52 89 220 NA NA NA NA NA 91 158 268 NA NA NA NA NA 5747 4319 4559 NA NA NA NA NA 5758 4366 4695 NA NA NA NA NA
1464987600.0 111.0 59 91 220 NA NA NA NA NA 108 158 268 NA NA NA NA NA 16012 3406 4759 NA NA NA NA NA 16022 3549 4949 NA NA NA NA NA
1464987600.0 112.0 59 86 222 NA NA NA NA NA 111 158 268 NA NA NA NA NA 26905 4858 5151 NA NA NA NA NA 26917 4946 5244 NA NA NA NA NA
1464987600.0 113.0 59 88 218 NA NA NA NA NA 110 158 269 NA NA NA NA NA 34604 4688 5302 NA NA NA NA NA 34621 4877 5494 NA NA NA NA NA
1464987600.0 114.0 59 88 220 NA NA NA NA NA 110 158 269 NA NA NA NA NA 31994 4419 5506 NA NA NA NA NA 32100 4562 5700 NA NA NA NA NA
1464987600.0 115.0 58 88 225 NA NA NA NA NA 110 158 271 NA NA NA NA NA 37328 4523 5948 NA NA NA NA NA 37346 4565 6139 NA NA NA NA NA
1464987600.0 116.0 59 88 218 NA NA NA NA NA 112 158 269 NA NA NA NA NA 36003 4771 6128 NA NA NA NA NA 36115 4959 6269 NA NA NA NA NA
1464987600.0 117.0 60 97 223 NA NA NA NA NA 114 158 270 NA NA NA NA NA 45222 4469 6000 NA NA NA NA NA 45336 4555 6087 NA NA NA NA NA
1464987600.0 118.0 59 88 222 NA NA NA NA NA 112 158 271 NA NA NA NA NA 42730 4809 6445 NA NA NA NA NA 42783 4893 6580 NA NA NA NA NA
1464987600.0 119.0 59 99 220 NA NA NA NA NA 110 158 268 NA NA NA NA NA 25709 4058 5050 NA NA NA NA NA 25865 4147 5147 NA NA NA NA NA
1464987600.0 12.0 NA 91 221 0 NA NA NA NA NA 163 275 0 NA NA NA NA NA 23790 21618 7257 NA NA NA NA NA 23974 21866 7376 NA NA NA NA
1464987600.0 120.0 52 86 220 NA NA NA NA NA 90 158 268 NA NA NA NA NA 5017 3949 4656 NA NA NA NA NA 5080 4032 4893 NA NA NA NA NA
1464987600.0 121.0 59 88 224 NA NA NA NA NA 110 158 271 NA NA NA NA NA 44414 4681 6779 NA NA NA NA NA 44580 4765 6874 NA NA NA NA NA
1464987600.0 122.0 55 87 218 NA NA NA NA NA 101 158 268 NA NA NA NA NA 6396 2714 4001 NA NA NA NA NA 6503 2887 4139 NA NA NA NA NA
1464987600.0 123.1 203 NA NA NA NA NA NA NA 259 NA NA NA NA NA NA NA 5865 NA NA NA NA NA NA NA 6113 NA NA NA NA NA NA NA
1464987600.0 123.2 203 NA NA NA NA NA NA NA 261 NA NA NA NA NA NA NA 7491 NA NA NA NA NA NA NA 7703 NA NA NA NA NA NA NA
1464987600.0 123.3 192 NA NA NA NA NA NA NA 240 NA NA NA NA NA NA NA 4610 NA NA NA NA NA NA NA 4790 NA NA NA NA NA NA NA
1464987600.0 124.1 200 NA NA NA NA NA NA NA 249 NA NA NA NA NA NA NA 4535 NA NA NA NA NA NA NA 4732 NA NA NA NA NA NA NA
1464987600.0 124.2 205 NA NA NA NA NA NA NA 257 NA NA NA NA NA NA NA 5653 NA NA NA NA NA NA NA 5793 NA NA NA NA NA NA NA
1464987600.0 124.4 199 NA NA NA NA NA NA NA 249 NA NA NA NA NA NA NA 4774 NA NA NA NA NA NA NA 4867 NA NA NA NA NA NA NA
1464987600.0 124.5 196 NA NA NA NA NA NA NA 249 NA NA NA NA NA NA NA 4715 NA NA NA NA NA NA NA 4913 NA NA NA NA NA NA NA
1464987600.0 124.6 193 NA NA NA NA NA NA NA 240 NA NA NA NA NA NA NA 4795 NA NA NA NA NA NA NA 5081 NA NA NA NA NA NA NA
1464987600.0 125.0 57 87 222 NA NA NA NA NA 111 158 268 NA NA NA NA NA 26980 4575 4703 NA NA NA NA NA 27003 4622 4793 NA NA NA NA NA
1464987600.0 126.0 52 86 220 NA NA NA NA NA 97 158 268 NA NA NA NA NA 11381 4256 4574 NA NA NA NA NA 11486 4339 4656 NA NA NA NA NA
1464987600.0 127.0 52 87 218 NA NA NA NA NA 97 158 268 NA NA NA NA NA 10533 4204 4657 NA NA NA NA NA 10544 4345 4899 NA NA NA NA NA
1464987600.0 128.0 53 90 216 NA NA NA NA NA 96 157 268 NA NA NA NA NA 4575 4209 4742 NA NA NA NA NA 4683 4351 4931 NA NA NA NA NA
1464987600.0 129.0 52 86 218 NA NA NA NA NA 90 158 268 NA NA NA NA NA 4877 4176 4672 NA NA NA NA NA 4890 4259 4765 NA NA NA NA NA
1464987600.0 13.0 NA 89 219 0 NA NA NA NA NA 163 270 0 NA NA NA NA NA 3270 8135 5476 NA NA NA NA NA 3462 8320 5593 NA NA NA NA
1464987600.0 130.0 54 86 220 NA NA NA NA NA 97 158 268 NA NA NA NA NA 5655 3910 4516 NA NA NA NA NA 5768 4000 4711 NA NA NA NA NA
1464987600.0 1301.0 65 157 195 NA NA NA NA NA 115 216 248 NA NA NA NA NA 9620 4974 5200 NA NA NA NA NA 9794 5114 5353 NA NA NA NA NA
1464987600.0 1307.0 NA 156 158 56 0 NA NA NA NA 226 217 89 0 NA NA NA NA 5565 6175 348 7087 NA NA NA NA 5754 6253 464 7213 NA NA NA
1464987600.0 1308.0 NA 151 153 57 0 NA NA NA NA 226 216 86 0 NA NA NA NA 5252 5835 283 7857 NA NA NA NA 5452 6036 395 7878 NA NA NA
