Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1465851600.0 1.0 58 85 154 NA NA NA NA NA 109 155 198 NA NA NA NA NA 3552 811 739 NA NA NA NA NA 3678 876 876 NA NA NA NA NA
1465851600.0 10.0 NA 98 230 0 NA NA NA NA NA 163 278 0 NA NA NA NA NA 4938 4557 1418 NA NA NA NA NA 5055 4784 1440 NA NA NA NA
1465851600.0 1000.0 NA 234 141 0 57 NA NA NA NA 299 185 0 86 NA NA NA NA 4116 838 1181 206 NA NA NA NA 4480 899 1300 327 NA NA NA
1465851600.0 1001.0 NA 205 180 0 0 0 0 0 NA 264 226 0 0 0 0 0 NA 3838 594 11 100 1005 55 904 NA 4010 718 14 112 1118 67 916
1465851600.0 1002.0 NA 234 69 NA NA NA NA NA NA 298 106 NA NA NA NA NA NA 4275 319 NA NA NA NA NA NA 4630 419 NA NA NA NA NA
1465851600.0 10023.0 NA 106 255 0 NA NA NA NA NA 194 332 0 NA NA NA NA NA 844 1365 810 NA NA NA NA NA 967 1586 953 NA NA NA NA
1465851600.0 10024.0 NA 117 266 0 NA NA NA NA NA 195 333 0 NA NA NA NA NA 843 1936 897 NA NA NA NA NA 996 2256 922 NA NA NA NA
1465851600.0 10024.1 NA 113 162 0 NA NA NA NA NA 195 224 0 NA NA NA NA NA 919 898 563 NA NA NA NA NA 1065 1024 568 NA NA NA NA
1465851600.0 10024.2 NA 113 258 0 NA NA NA NA NA 195 332 0 NA NA NA NA NA 978 1608 612 NA NA NA NA NA 1271 1887 777 NA NA NA NA
1465851600.0 10024.3 NA 113 156 0 NA NA NA NA NA 195 219 0 NA NA NA NA NA 898 898 548 NA NA NA NA NA 1249 1240 566 NA NA NA NA
1465851600.0 10024.4 NA 114 260 0 NA NA NA NA NA 195 332 0 NA NA NA NA NA 720 1659 694 NA NA NA NA NA 883 1911 728 NA NA NA NA
