Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1464987600.0 1.0 55 85 140 NA NA 97 146 187 NA NA 2952 350 1166 NA NA 3017 367 1183 NA NA
1464987600.0 101.0 83 NA NA NA NA 142 NA NA NA NA 1072 NA NA NA NA 1098 NA NA NA NA
1464987600.0 102.0 83 NA NA NA NA 141 NA NA NA NA 675 NA NA NA NA 704 NA NA NA NA
1464987600.0 10224.0 NA 145 286 0 NA NA 206 393 0 NA NA 2346 4018 521 NA NA 12307 21971 680 NA
1464987600.0 10225.0 NA 139 283 0 NA NA 203 385 0 NA NA 2209 3306 526 NA NA 11142 23924 761 NA
1464987600.0 103.0 38 0 0 NA NA 77 0 0 NA NA 313 69 129 NA NA 323 122 162 NA NA
1464987600.0 105.0 51 88 23 NA NA 96 148 53 NA NA 3113 560 4 NA NA 3274 586 7 NA NA
1464987600.0 107.0 58 82 195 NA NA 99 149 254 NA NA 5566 407 542 NA NA 5663 427 591 NA NA
1464987600.0 108.0 55 82 191 NA NA 101 149 254 NA NA 7214 432 656 NA NA 7972 702 768 NA NA
1464987600.0 10821.0 93 NA NA NA NA 139 NA NA NA NA 2387 NA NA NA NA 2705 NA NA NA NA
1464987600.0 10824.0 107 NA NA NA NA 151 NA NA NA NA 19884 NA NA NA NA 20196 NA NA NA NA
1464987600.0 10825.0 106 NA NA NA NA 149 NA NA NA NA 15551 NA NA NA NA 16237 NA NA NA NA
1464987600.0 10826.0 110 NA NA NA NA 155 NA NA NA NA 21974 NA NA NA NA 22395 NA NA NA NA
1464987600.0 109.0 57 77 200 NA NA 101 149 254 NA NA 6975 408 626 NA NA 9079 2546 869 NA NA
1464987600.0 110.0 47 87 200 NA NA 88 147 253 NA NA 1034 523 592 NA NA 1047 537 608 NA NA
1464987600.0 1102.0 NA 92 197 120 74 NA 150 261 175 112 NA 3730 4215 3550 253 NA 3893 5426 3738 260
1464987600.0 11021.0 94 210 NA NA NA 138 255 NA NA NA 6129 4875 NA NA NA 6516 5290 NA NA NA
1464987600.0 11024.0 111 223 NA NA NA 152 259 NA NA NA 13017 2324 NA NA NA 13671 2387 NA NA NA
1464987600.0 11025.0 105 225 NA NA NA 150 261 NA NA NA 12589 2618 NA NA NA 13008 2968 NA NA NA
1464987600.0 11026.0 111 214 NA NA NA 155 260 NA NA NA 25495 2692 NA NA NA 25938 3365 NA NA NA
1464987600.0 111.0 54 87 202 NA NA 98 149 254 NA NA 3143 303 469 NA NA 3257 334 491 NA NA
1464987600.0 112.0 54 80 195 NA NA 98 149 254 NA NA 5930 549 575 NA NA 6128 675 662 NA NA
1464987600.0 113.0 57 80 196 NA NA 101 149 254 NA NA 6140 408 493 NA NA 6696 422 557 NA NA
1464987600.0 114.0 63 90 203 NA NA 100 149 254 NA NA 5461 374 505 NA NA 5638 534 574 NA NA
1464987600.0 115.0 64 80 204 NA NA 101 149 254 NA NA 5589 372 495 NA NA 5721 387 571 NA NA
1464987600.0 116.0 56 80 199 NA NA 100 149 254 NA NA 6086 363 530 NA NA 6446 385 577 NA NA
1464987600.0 117.0 56 88 190 NA NA 101 149 254 NA NA 10428 441 683 NA NA 11002 535 5494 NA NA
1464987600.0 118.0 57 90 199 NA NA 102 149 254 NA NA 8845 448 643 NA NA 9207 491 679 NA NA
1464987600.0 119.0 54 76 193 NA NA 98 149 254 NA NA 5024 421 531 NA NA 5293 506 571 NA NA
1464987600.0 120.0 47 83 190 NA NA 88 148 254 NA NA 408 270 315 NA NA 437 294 344 NA NA
1464987600.0 121.0 59 87 200 NA NA 102 149 258 NA NA 8541 452 730 NA NA 8727 509 839 NA NA
1464987600.0 122.0 56 78 188 NA NA 93 149 254 NA NA 651 174 291 NA NA 724 198 329 NA NA
1464987600.0 123.1 177 NA NA NA NA 240 NA NA NA NA 541 NA NA NA NA 578 NA NA NA NA
1464987600.0 123.2 178 NA NA NA NA 243 NA NA NA NA 556 NA NA NA NA 629 NA NA NA NA
1464987600.0 123.3 166 NA NA NA NA 226 NA NA NA NA 292 NA NA NA NA 324 NA NA NA NA
1464987600.0 124.1 175 NA NA NA NA 236 NA NA NA NA 296 NA NA NA NA 324 NA NA NA NA
1464987600.0 124.2 176 NA NA NA NA 240 NA NA NA NA 541 NA NA NA NA 589 NA NA NA NA
1464987600.0 124.4 174 NA NA NA NA 236 NA NA NA NA 301 NA NA NA NA 358 NA NA NA NA
1464987600.0 124.5 176 NA NA NA NA 236 NA NA NA NA 297 NA NA NA NA 339 NA NA NA NA
