Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1465203600.0 1.0 51 74 129 NA NA NA NA NA 97 146 187 NA NA NA NA NA 3163 634 1015 NA NA NA NA NA 3472 677 1083 NA NA NA NA NA
1465203600.0 10.0 NA 82 194 0 NA NA NA NA NA 151 257 0 NA NA NA NA NA 3800 3519 943 NA NA NA NA NA 3899 3801 979 NA NA NA NA
1465203600.0 1000.0 NA 210 115 0 46 NA NA NA NA 283 168 0 78 NA NA NA NA 3786 512 562 105 NA NA NA NA 3874 576 575 150 NA NA NA
1465203600.0 1001.0 NA 184 176 0 0 0 0 0 NA 243 217 0 0 0 0 0 NA 3187 790 13 80 1033 67 951 NA 3345 988 20 84 1042 94 960
1465203600.0 1002.0 NA 209 60 NA NA NA NA NA NA 282 100 NA NA NA NA NA NA 3463 254 NA NA NA NA NA NA 3619 267 NA NA NA NA NA
1465203600.0 10021.0 NA 99 229 0 NA NA NA NA NA 197 316 0 NA NA NA NA NA 1098 1967 853 NA NA NA NA NA 1703 2408 872 NA NA NA NA
1465203600.0 10023.0 NA 98 214 0 NA NA NA NA NA 198 316 0 NA NA NA NA NA 1023 1559 883 NA NA NA NA NA 1220 2315 915 NA NA NA NA
1465203600.0 10024.0 NA 102 228 0 NA NA NA NA NA 198 317 0 NA NA NA NA NA 1075 1952 961 NA NA NA NA NA 1201 2074 991 NA NA NA NA
1465203600.0 10024.1 NA 103 146 0 NA NA NA NA NA 199 222 0 NA NA NA NA NA 618 646 285 NA NA NA NA NA 957 759 318 NA NA NA NA
1465203600.0 10024.2 NA 103 235 0 NA NA NA NA NA 198 316 0 NA NA NA NA NA 1083 1727 815 NA NA NA NA NA 1180 1834 832 NA NA NA NA
1465203600.0 10024.3 NA 103 142 0 NA NA NA NA NA 199 217 0 NA NA NA NA NA 523 607 275 NA NA NA NA NA 877 910 310 NA NA NA NA
1465203600.0 10024.4 NA 103 233 0 NA NA NA NA NA 198 315 0 NA NA NA NA NA 1098 1778 828 NA NA NA NA NA 1252 1859 847 NA NA NA NA
1465203600.0 10024.5 NA 104 141 0 NA NA NA NA NA 198 217 0 NA NA NA NA NA 1102 933 408 NA NA NA NA NA 1200 1000 416 NA NA NA NA
1465203600.0 10025.0 NA 100 226 0 NA NA NA NA NA 198 316 0 NA NA NA NA NA 1014 1719 891 NA NA NA NA NA 1166 2149 917 NA NA NA NA
1465203600.0 10026.0 NA 103 232 0 NA NA NA NA NA 198 317 0 NA NA NA NA NA 1121 2445 999 NA NA NA NA NA 1564 2596 1030 NA NA NA NA
1465203600.0 1003.0 NA 176 0 NA NA NA NA NA NA 249 0 NA NA NA NA NA NA 5016 501 NA NA NA NA NA NA 5245 545 NA NA NA NA NA
1465203600.0 1004.0 NA 178 131 0 0 0 0 NA NA 240 180 0 0 0 0 NA NA 787 452 9 86 623 662 NA NA 821 465 12 93 631 666 NA
1465203600.0 101.0 81 NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA 1087 NA NA NA NA NA NA NA 1133 NA NA NA NA NA NA NA
1465203600.0 102.0 83 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 748 NA NA NA NA NA NA NA 796 NA NA NA NA NA NA NA
1465203600.0 10224.0 NA 135 310 0 NA NA NA NA NA 205 394 0 NA NA NA NA NA 2573 3043 415 NA NA NA NA NA 20669 13395 431 NA NA NA NA
1465203600.0 10225.0 NA 134 301 0 NA NA NA NA NA 205 380 0 NA NA NA NA NA 2462 2703 416 NA NA NA NA NA 16805 13576 427 NA NA NA NA
1465203600.0 103.0 36 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 338 74 135 NA NA NA NA NA 411 124 160 NA NA NA NA NA
1465203600.0 105.0 51 83 24 NA NA NA NA NA 97 149 54 NA NA NA NA NA 3089 570 4 NA NA NA NA NA 3285 595 7 NA NA NA NA NA
1465203600.0 106.0 36 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 340 71 136 NA NA NA NA NA 384 112 162 NA NA NA NA NA
1465203600.0 107.0 52 78 191 NA NA NA NA NA 99 149 254 NA NA NA NA NA 5767 441 599 NA NA NA NA NA 5986 478 635 NA NA NA NA NA
1465203600.0 108.0 55 84 189 NA NA NA NA NA 101 149 254 NA NA NA NA NA 9693 711 1040 NA NA NA NA NA 9931 786 1979 NA NA NA NA NA
1465203600.0 10821.0 93 NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA 2645 NA NA NA NA NA NA NA 2929 NA NA NA NA NA NA NA
1465203600.0 10824.0 107 NA NA NA NA NA NA NA 153 NA NA NA NA NA NA NA 16043 NA NA NA NA NA NA NA 16356 NA NA NA NA NA NA NA
