Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1465682400.0 1.0 47 70 115 NA NA NA NA 90 114 168 NA NA NA NA 3281 462 509 NA NA NA NA 3310 479 524 NA NA NA NA
1465682400.0 10.0 NA 68 166 0 NA NA NA NA 118 225 0 NA NA NA NA 3451 3993 916 NA NA NA NA 3497 4052 957 NA NA NA
1465682400.0 1000.0 NA 169 99 0 41 NA NA NA 231 153 0 76 NA NA NA 2142 597 659 159 NA NA NA 2200 744 670 217 NA NA
1465682400.0 1001.0 NA 163 108 0 0 0 0 NA 218 145 0 0 0 0 NA 3272 479 120 122 361 127 NA 3329 722 164 128 378 137
1465682400.0 1002.0 NA 181 54 NA NA NA NA NA 249 93 NA NA NA NA NA 3620 308 NA NA NA NA NA 3667 328 NA NA NA NA
1465682400.0 1003.0 NA 156 0 NA NA NA NA NA 218 0 NA NA NA NA NA 4972 781 NA NA NA NA NA 5049 805 NA NA NA NA
1465682400.0 101.0 75 NA NA NA NA NA NA 129 NA NA NA NA NA NA 1220 NA NA NA NA NA NA 1243 NA NA NA NA NA NA
1465682400.0 102.0 76 NA NA NA NA NA NA 130 NA NA NA NA NA NA 934 NA NA NA NA NA NA 948 NA NA NA NA NA NA
1465682400.0 103.0 43 72 160 NA NA NA NA 85 114 225 NA NA NA NA 1219 296 840 NA NA NA NA 1236 319 955 NA NA NA NA
1465682400.0 105.0 47 71 23 NA NA NA NA 90 116 53 NA NA NA NA 2990 483 4 NA NA NA NA 3069 499 9 NA NA NA NA
1465682400.0 106.0 38 0 0 NA NA NA NA 77 0 0 NA NA NA NA 549 42 241 NA NA NA NA 623 51 262 NA NA NA NA
1465682400.0 107.0 48 73 162 NA NA NA NA 92 115 225 NA NA NA NA 5293 529 1024 NA NA NA NA 5397 558 1140 NA NA NA NA
1465682400.0 108.0 52 73 168 NA NA NA NA 94 117 225 NA NA NA NA 7473 562 1087 NA NA NA NA 7544 586 1136 NA NA NA NA
1465682400.0 109.0 53 75 166 NA NA NA NA 95 119 225 NA NA NA NA 9025 578 1147 NA NA NA NA 9140 600 1188 NA NA NA NA
1465682400.0 11.0 NA 66 170 0 38 NA NA NA 117 228 0 76 NA NA NA 2428 1722 1123 60 NA NA NA 2498 1853 1177 66 NA NA
1465682400.0 110.0 40 70 159 NA NA NA NA 78 114 225 NA NA NA NA 1013 485 851 NA NA NA NA 1040 512 941 NA NA NA NA
1465682400.0 1102.0 NA 78 166 107 59 NA NA NA 117 224 149 99 NA NA NA 2121 3630 1886 186 NA NA NA 2175 3687 1940 204 NA NA
1465682400.0 111.0 48 81 167 NA NA NA NA 91 115 225 NA NA NA NA 3231 407 853 NA NA NA NA 3447 422 881 NA NA NA NA
1465682400.0 112.0 50 77 164 NA NA NA NA 92 118 225 NA NA NA NA 5109 546 897 NA NA NA NA 5213 564 930 NA NA NA NA
1465682400.0 113.0 50 82 165 NA NA NA NA 92 116 225 NA NA NA NA 5196 577 971 NA NA NA NA 5460 613 1078 NA NA NA NA
1465682400.0 114.0 50 79 168 NA NA NA NA 92 117 225 NA NA NA NA 5696 589 941 NA NA NA NA 5740 615 963 NA NA NA NA
1465682400.0 115.0 50 72 164 NA NA NA NA 93 117 225 NA NA NA NA 4184 386 730 NA NA NA NA 4261 406 770 NA NA NA NA
1465682400.0 116.0 50 73 163 NA NA NA NA 94 118 225 NA NA NA NA 6054 546 1030 NA NA NA NA 6168 580 1079 NA NA NA NA
1465682400.0 117.0 52 73 171 NA NA NA NA 94 118 225 NA NA NA NA 9056 600 1144 NA NA NA NA 9278 629 1175 NA NA NA NA
1465682400.0 118.0 50 73 163 NA NA NA NA 93 117 225 NA NA NA NA 4362 403 773 NA NA NA NA 4454 430 805 NA NA NA NA
