Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1465077600.0 1.0 47 70 118 NA NA NA NA 90 114 167 NA NA NA NA 1750 262 261 NA NA NA NA 2043 366 466 NA NA NA NA
1465077600.0 10.0 NA 68 166 0 NA NA NA NA 119 225 0 NA NA NA NA 2069 2822 713 NA NA NA NA 2137 2889 739 NA NA NA
1465077600.0 1000.0 NA 168 96 0 43 NA NA NA 231 153 0 77 NA NA NA 3479 818 857 199 NA NA NA 3651 977 896 230 NA NA
1465077600.0 1001.0 NA 158 108 0 0 0 0 NA 219 145 0 0 0 0 NA 2387 302 94 88 219 77 NA 2502 378 162 99 248 119
1465077600.0 1002.0 NA 180 53 NA NA NA NA NA 250 93 NA NA NA NA NA 2546 205 NA NA NA NA NA 2741 233 NA NA NA NA
1465077600.0 1003.0 NA 154 0 NA NA NA NA NA 219 0 NA NA NA NA NA 2927 559 NA NA NA NA NA 3667 597 NA NA NA NA
1465077600.0 101.0 77 NA NA NA NA NA NA 129 NA NA NA NA NA NA 1307 NA NA NA NA NA NA 1319 NA NA NA NA NA NA
1465077600.0 102.0 77 NA NA NA NA NA NA 130 NA NA NA NA NA NA 781 NA NA NA NA NA NA 860 NA NA NA NA NA NA
1465077600.0 103.0 42 72 162 NA NA NA NA 85 114 225 NA NA NA NA 1257 339 748 NA NA NA NA 1276 381 794 NA NA NA NA
1465077600.0 105.0 47 71 21 NA NA NA NA 90 116 53 NA NA NA NA 2992 491 7 NA NA NA NA 3074 510 13 NA NA NA NA
1465077600.0 106.0 38 0 0 NA NA NA NA 77 0 0 NA NA NA NA 842 57 328 NA NA NA NA 854 60 348 NA NA NA NA
1465077600.0 107.0 49 72 163 NA NA NA NA 92 115 225 NA NA NA NA 5277 533 941 NA NA NA NA 5364 562 988 NA NA NA NA
1465077600.0 108.0 50 74 165 NA NA NA NA 93 117 225 NA NA NA NA 3858 395 792 NA NA NA NA 4092 413 827 NA NA NA NA
1465077600.0 109.0 51 75 167 NA NA NA NA 95 119 225 NA NA NA NA 4681 400 813 NA NA NA NA 4902 457 856 NA NA NA NA
1465077600.0 11.0 NA 66 171 0 41 NA NA NA 117 228 0 76 NA NA NA 2423 1693 1079 61 NA NA NA 2495 1780 1126 73 NA NA
1465077600.0 110.0 40 71 161 NA NA NA NA 78 114 225 NA NA NA NA 1011 501 805 NA NA NA NA 1029 542 859 NA NA NA NA
1465077600.0 1102.0 NA 70 164 95 52 NA NA NA 119 225 150 100 NA NA NA 2856 5153 2819 250 NA NA NA 2896 5271 2892 263 NA NA
1465077600.0 111.0 47 73 165 NA NA NA NA 91 115 225 NA NA NA NA 2089 254 426 NA NA NA NA 2939 354 587 NA NA NA NA
1465077600.0 112.0 50 73 164 NA NA NA NA 92 118 225 NA NA NA NA 3717 364 598 NA NA NA NA 3745 372 617 NA NA NA NA
1465077600.0 113.0 49 72 164 NA NA NA NA 92 116 225 NA NA NA NA 5072 536 914 NA NA NA NA 5149 573 951 NA NA NA NA
1465077600.0 114.0 49 79 161 NA NA NA NA 92 117 225 NA NA NA NA 3572 386 680 NA NA NA NA 3633 409 795 NA NA NA NA
1465077600.0 115.0 50 72 163 NA NA NA NA 93 117 225 NA NA NA NA 6540 576 959 NA NA NA NA 6643 631 991 NA NA NA NA
1465077600.0 116.0 50 73 164 NA NA NA NA 94 118 225 NA NA NA NA 5672 549 942 NA NA NA NA 5746 577 979 NA NA NA NA
1465077600.0 117.0 52 75 166 NA NA NA NA 94 118 225 NA NA NA NA 4716 397 784 NA NA NA NA 4953 453 816 NA NA NA NA
1465077600.0 118.0 50 73 163 NA NA NA NA 93 117 225 NA NA NA NA 6381 561 1079 NA NA NA NA 6475 597 1117 NA NA NA NA
1465077600.0 119.0 49 72 165 NA NA NA NA 92 116 225 NA NA NA NA 5911 539 873 NA NA NA NA 6014 571 898 NA NA NA NA
1465077600.0 12.0 NA 68 162 0 NA NA NA NA 118 225 0 NA NA NA NA 1995 3079 701 NA NA NA NA 2038 3205 789 NA NA NA
1465077600.0 120.0 40 69 158 NA NA NA NA 82 112 224 NA NA NA NA 929 487 770 NA NA NA NA 956 519 811 NA NA NA NA
1465077600.0 121.0 52 75 165 NA NA NA NA 94 118 225 NA NA NA NA 4044 403 867 NA NA NA NA 4288 415 899 NA NA NA NA
1465077600.0 122.0 46 73 165 NA NA NA NA 90 115 225 NA NA NA NA 1134 200 361 NA NA NA NA 1449 247 510 NA NA NA NA
1465077600.0 123.1 150 NA NA NA NA NA NA 207 NA NA NA NA NA NA 759 NA NA NA NA NA NA 795 NA NA NA NA NA NA
1465077600.0 123.2 149 NA NA NA NA NA NA 208 NA NA NA NA NA NA 1006 NA NA NA NA NA NA 1040 NA NA NA NA NA NA
1465077600.0 123.3 142 NA NA NA NA NA NA 196 NA NA NA NA NA NA 459 NA NA NA NA NA NA 475 NA NA NA NA NA NA
1465077600.0 124.1 146 NA NA NA NA NA NA 203 NA NA NA NA NA NA 526 NA NA NA NA NA NA 546 NA NA NA NA NA NA
1465077600.0 124.2 150 NA NA NA NA NA NA 207 NA NA NA NA NA NA 695 NA NA NA NA NA NA 723 NA NA NA NA NA NA
1465077600.0 124.4 146 NA NA NA NA NA NA 204 NA NA NA NA NA NA 570 NA NA NA NA NA NA 598 NA NA NA NA NA NA
1465077600.0 124.5 146 NA NA NA NA NA NA 203 NA NA NA NA NA NA 566 NA NA NA NA NA NA 583 NA NA NA NA NA NA
1465077600.0 124.6 144 NA NA NA NA NA NA 196 NA NA NA NA NA NA 361 NA NA NA NA NA NA 372 NA NA NA NA NA NA
