Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1465765200.0 1.0 53 75 128 NA NA NA NA NA 97 146 184 NA NA NA NA NA 3452 656 1436 NA NA NA NA NA 3925 730 1809 NA NA NA NA NA
1465765200.0 10.0 NA 83 198 0 NA NA NA NA NA 152 258 0 NA NA NA NA NA 4086 4198 1354 NA NA NA NA NA 4190 4257 1384 NA NA NA NA
1465765200.0 1000.0 NA 209 112 0 38 NA NA NA NA 282 170 0 78 NA NA NA NA 3870 512 840 133 NA NA NA NA 4044 633 868 201 NA NA NA
1465765200.0 1001.0 NA 183 166 0 0 0 0 0 NA 244 217 0 0 0 0 0 NA 3422 810 11 103 1187 63 1084 NA 3594 1545 128 176 1241 137 1191
1465765200.0 1002.0 NA 210 64 NA NA NA NA NA NA 278 100 NA NA NA NA NA NA 3970 247 NA NA NA NA NA NA 4391 288 NA NA NA NA NA
1465765200.0 10021.0 NA 98 231 0 NA NA NA NA NA 199 321 0 NA NA NA NA NA 622 1402 368 NA NA NA NA NA 1449 1641 382 NA NA NA NA
1465765200.0 10023.0 NA 99 222 0 NA NA NA NA NA 197 321 0 NA NA NA NA NA 781 1803 836 NA NA NA NA NA 906 2423 882 NA NA NA NA
1465765200.0 10024.0 NA 103 241 0 NA NA NA NA NA 198 322 0 NA NA NA NA NA 878 2239 806 NA NA NA NA NA 988 2342 839 NA NA NA NA
1465765200.0 10024.1 NA 104 146 0 NA NA NA NA NA 199 221 0 NA NA NA NA NA 812 889 539 NA NA NA NA NA 906 984 564 NA NA NA NA
1465765200.0 10024.2 NA 103 233 0 NA NA NA NA NA 198 321 0 NA NA NA NA NA 1025 2194 891 NA NA NA NA NA 1174 3257 923 NA NA NA NA
1465765200.0 10024.3 NA 105 142 0 NA NA NA NA NA 198 217 0 NA NA NA NA NA 826 874 457 NA NA NA NA NA 923 948 469 NA NA NA NA
1465765200.0 10024.5 NA 102 137 0 NA NA NA NA NA 199 217 0 NA NA NA NA NA 735 826 484 NA NA NA NA NA 4088 912 509 NA NA NA NA
1465765200.0 10025.0 NA 100 236 0 NA NA NA NA NA 199 321 0 NA NA NA NA NA 400 1165 341 NA NA NA NA NA 551 1242 353 NA NA NA NA
1465765200.0 10026.0 NA 103 239 0 NA NA NA NA NA 199 322 0 NA NA NA NA NA 519 1759 405 NA NA NA NA NA 852 2335 420 NA NA NA NA
1465765200.0 1003.0 NA 178 0 NA NA NA NA NA NA 251 0 NA NA NA NA NA NA 5184 777 NA NA NA NA NA NA 5505 792 NA NA NA NA NA
1465765200.0 1004.0 NA 178 135 0 0 0 0 NA NA 240 180 0 0 0 0 NA NA 1003 457 11 95 1004 859 NA NA 1067 470 17 101 1011 864 NA
1465765200.0 101.0 81 NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA 2052 NA NA NA NA NA NA NA 2107 NA NA NA NA NA NA NA
1465765200.0 102.0 82 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 1396 NA NA NA NA NA NA NA 1432 NA NA NA NA NA NA NA
1465765200.0 10224.0 NA 141 300 0 NA NA NA NA NA 203 400 0 NA NA NA NA NA 3341 5667 870 NA NA NA NA NA 8234 13600 900 NA NA NA NA
1465765200.0 10225.0 NA 140 308 0 NA NA NA NA NA 215 396 0 NA NA NA NA NA 3604 5914 858 NA NA NA NA NA 12630 20740 897 NA NA NA NA
1465765200.0 103.0 37 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 608 162 330 NA NA NA NA NA 631 207 355 NA NA NA NA NA
1465765200.0 105.0 51 78 19 NA NA NA NA NA 97 149 54 NA NA NA NA NA 3959 631 5 NA NA NA NA NA 4046 668 13 NA NA NA NA NA
1465765200.0 106.0 36 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 617 188 337 NA NA NA NA NA 634 215 364 NA NA NA NA NA
1465765200.0 107.0 53 78 191 NA NA NA NA NA 99 149 256 NA NA NA NA NA 4897 521 794 NA NA NA NA NA 4994 564 859 NA NA NA NA NA
1465765200.0 108.0 55 79 194 NA NA NA NA NA 101 149 256 NA NA NA NA NA 9985 934 1417 NA NA NA NA NA 10380 963 1467 NA NA NA NA NA
1465765200.0 10821.0 94 NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA 4953 NA NA NA NA NA NA NA 5039 NA NA NA NA NA NA NA
1465765200.0 10824.0 104 NA NA NA NA NA NA NA 152 NA NA NA NA NA NA NA 23960 NA NA NA NA NA NA NA 27376 NA NA NA NA NA NA NA
1465765200.0 10825.0 105 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 17402 NA NA NA NA NA NA NA 17782 NA NA NA NA NA NA NA
1465765200.0 10826.0 107 NA NA NA NA NA NA NA 156 NA NA NA NA NA NA NA 29486 NA NA NA NA NA NA NA 36404 NA NA NA NA NA NA NA
1465765200.0 109.0 53 81 192 NA NA NA NA NA 101 149 256 NA NA NA NA NA 9355 906 1495 NA NA NA NA NA 25356 966 1557 NA NA NA NA NA
1465765200.0 11.0 NA 79 203 0 59 NA NA NA NA 152 266 0 91 NA NA NA NA 1900 1257 801 39 NA NA NA NA 2133 1731 911 63 NA NA NA
1465765200.0 110.0 45 76 188 NA NA NA NA NA 90 149 256 NA NA NA NA NA 1040 665 1041 NA NA NA NA NA 1078 708 1128 NA NA NA NA NA
1465765200.0 1102.0 NA 81 202 115 67 NA NA NA NA 152 264 176 113 NA NA NA NA 2513 3439 3136 213 NA NA NA NA 2618 3516 3239 233 NA NA NA
1465765200.0 111.0 51 78 193 NA NA NA NA NA 98 149 256 NA NA NA NA NA 3675 562 1069 NA NA NA NA NA 3928 608 1147 NA NA NA NA NA
