Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1465592400.0 1.0 82 83 139 NA NA NA NA NA 150 194 228 NA NA NA NA NA 2671 418 1487 NA NA NA NA NA 1187 275 1464 NA NA NA NA NA
1465592400.0 10.0 NA 99 374 0 NA NA NA NA NA 222 462 0 NA NA NA NA NA 3896 3883 766 NA NA NA NA NA 1529 1875 787 NA NA NA NA
1465592400.0 1000.0 NA 341 115 0 46 NA NA NA NA 444 185 0 82 NA NA NA NA 3659 573 356 137 NA NA NA NA 2385 729 363 260 NA NA NA
1465592400.0 1001.0 NA 303 201 0 0 0 0 0 NA 390 250 0 0 0 0 0 NA 3460 756 13 46 836 58 791 NA 1671 687 25 83 861 70 795
1465592400.0 1002.0 NA 341 64 NA NA NA NA NA NA 448 108 NA NA NA NA NA NA 2999 158 NA NA NA NA NA NA 1671 123 NA NA NA NA NA
1465592400.0 10021.0 NA 120 394 0 NA NA NA NA NA 225 556 0 NA NA NA NA NA 639 1681 291 NA NA NA NA NA 467 1374 297 NA NA NA NA
1465592400.0 10023.0 NA 113 386 0 NA NA NA NA NA 226 504 0 NA NA NA NA NA 766 1807 414 NA NA NA NA NA 621 1721 429 NA NA NA NA
1465592400.0 10024.0 NA 131 415 0 NA NA NA NA NA 224 533 0 NA NA NA NA NA 875 2356 483 NA NA NA NA NA 666 1915 507 NA NA NA NA
1465592400.0 10024.1 NA 121 253 0 NA NA NA NA NA 241 359 0 NA NA NA NA NA 561 715 273 NA NA NA NA NA 410 569 278 NA NA NA NA
1465592400.0 10024.2 NA 122 398 0 NA NA NA NA NA 245 533 0 NA NA NA NA NA 654 1696 313 NA NA NA NA NA 480 1398 348 NA NA NA NA
1465592400.0 10024.3 NA 123 239 0 NA NA NA NA NA 233 327 0 NA NA NA NA NA 542 637 238 NA NA NA NA NA 393 499 243 NA NA NA NA
1465592400.0 10024.4 NA 130 404 0 NA NA NA NA NA 238 562 0 NA NA NA NA NA 888 2221 468 NA NA NA NA NA 1135 2169 489 NA NA NA NA
1465592400.0 10024.5 NA 131 231 0 NA NA NA NA NA 240 351 0 NA NA NA NA NA 493 659 231 NA NA NA NA NA 373 522 236 NA NA NA NA
1465592400.0 10025.0 NA 115 398 0 NA NA NA NA NA 236 526 0 NA NA NA NA NA 672 1619 329 NA NA NA NA NA 503 1486 352 NA NA NA NA
1465592400.0 10026.0 NA 124 415 0 NA NA NA NA NA 245 538 0 NA NA NA NA NA 600 2043 377 NA NA NA NA NA 447 1605 389 NA NA NA NA
1465592400.0 1003.0 NA 281 0 NA NA NA NA NA NA 387 0 NA NA NA NA NA NA 3179 289 NA NA NA NA NA NA 1346 295 NA NA NA NA NA
1465592400.0 1004.0 NA 352 138 0 0 0 0 NA NA 439 184 0 0 0 0 NA NA 818 166 5 33 411 278 NA NA 681 192 49 53 445 286 NA
1465592400.0 101.0 104 NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA 472 NA NA NA NA NA NA NA 489 NA NA NA NA NA NA NA
1465592400.0 102.0 106 NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA 448 NA NA NA NA NA NA NA 457 NA NA NA NA NA NA NA
