Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1465077600.0 1.0 83 84 143 NA NA NA NA 151 196 221 NA NA NA NA 3382 399 1230 NA NA NA NA 1512 295 1221 NA NA NA NA
1465077600.0 10.0 NA 107 379 0 NA NA NA NA 222 464 0 NA NA NA NA 3719 3784 751 NA NA NA NA 1322 1670 768 NA NA NA
1465077600.0 10021.0 NA 121 395 0 NA NA NA NA 223 561 0 NA NA NA NA 719 1822 483 NA NA NA NA 682 1625 496 NA NA NA
1465077600.0 10024.2 NA 127 403 0 NA NA NA NA 240 562 0 NA NA NA NA 1216 2784 824 NA NA NA NA 1019 2355 854 NA NA NA
1465077600.0 10024.5 NA 122 237 0 NA NA NA NA 241 310 0 NA NA NA NA 1184 1126 367 NA NA NA NA 1317 1021 378 NA NA NA
1465077600.0 10025.0 NA 122 403 0 NA NA NA NA 234 552 0 NA NA NA NA 715 1566 479 NA NA NA NA 660 1477 498 NA NA NA
1465077600.0 1004.0 NA 352 136 0 0 0 0 NA 442 182 0 0 0 0 NA 1113 236 8 40 790 712 NA 896 252 38 42 792 714
1465077600.0 101.0 102 NA NA NA NA NA NA 170 NA NA NA NA NA NA 472 NA NA NA NA NA NA 492 NA NA NA NA NA NA
1465077600.0 102.0 102 NA NA NA NA NA NA 169 NA NA NA NA NA NA 438 NA NA NA NA NA NA 452 NA NA NA NA NA NA
1465077600.0 10225.0 NA 210 0 NA NA NA NA NA 340 0 NA NA NA NA NA 2331 0 NA NA NA NA NA 5682 0 NA NA NA NA
1465077600.0 103.0 36 0 0 NA NA NA NA 80 0 0 NA NA NA NA 297 111 244 NA NA NA NA 321 129 275 NA NA NA NA
1465077600.0 105.0 82 83 24 NA NA NA NA 150 184 58 NA NA NA NA 2084 316 1 NA NA NA NA 919 233 6 NA NA NA NA
1465077600.0 106.0 36 0 0 NA NA NA NA 80 0 0 NA NA NA NA 301 110 256 NA NA NA NA 314 124 268 NA NA NA NA
1465077600.0 107.0 87 90 374 NA NA NA NA 162 190 452 NA NA NA NA 7080 445 679 NA NA NA NA 2372 320 744 NA NA NA NA
1465077600.0 108.0 94 93 375 NA NA NA NA 161 197 471 NA NA NA NA 8069 454 791 NA NA NA NA 2677 311 624 NA NA NA NA
1465077600.0 10821.0 115 NA NA NA NA NA NA 169 NA NA NA NA NA NA 8710 NA NA NA NA NA NA 3223 NA NA NA NA NA NA
1465077600.0 10824.0 155 NA NA NA NA NA NA 218 NA NA NA NA NA NA 36666 NA NA NA NA NA NA 12192 NA NA NA NA NA NA
1465077600.0 10825.0 148 NA NA NA NA NA NA 213 NA NA NA NA NA NA 33142 NA NA NA NA NA NA 11614 NA NA NA NA NA NA
1465077600.0 10826.0 161 NA NA NA NA NA NA 227 NA NA NA NA NA NA 26531 NA NA NA NA NA NA 11069 NA NA NA NA NA NA
